Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Cellar Light (200W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];Electric Kettle / Petra WK288 1.5L [VA];AEG PN 2200 RX 4935365097 [VA];Hand-held Circular Saw / Bosch PKS 46 [VA];Skil 4270 [VA];Polishing Machine / Flex L 602 VR [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Lawn Mower / Sabo 32-EL [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN 5259 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Laptop Sony Vaio SVE151G11M [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];AEG NM 2701 Premium [VA];Hair Dryer Braun Silencio 1250 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Siemens Kl 20 LA 65 (A+) [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];Router O2 Box 6431 [VA];
5422;3.18:22:00;0;0;0;0;0;0;0;0;1,5629146070482205;0;0;0;0;0;0;0;0;0;0;0;0;0;1,247986428144032;54,6387852459016;1,7202029637858989;0;0;0;0;13,286521378911706;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5423;3.18:23:00;0;0;0;0;0;0;0;0;1,5629193400852996;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248039136583149;54,6387852459016;1,7202802001491335;0;0;0;0;13,287709727834775;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5424;3.18:24:00;0;0;0;0;0;0;0;0;1,5629666875635797;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248139284355641;54,6387852459016;1,721533719877525;0;0;0;0;13,287716606972962;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5425;3.18:25:00;0;0;0;0;0;0;0;0;1,5631483982372107;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2481604528577697;54,6387852459016;1,721866541138976;0;0;0;0;13,288543730222043;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5426;3.18:26:00;0;0;0;0;0;0;0;0;1,563174751009733;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248169761239545;54,6387852459016;1,7221725569959154;0;0;0;0;13,289190420612035;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5427;3.18:27:00;0;0;0;0;0;0;0;0;1,563222787894548;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2481946995373003;54,6387852459016;1,7229217478638135;0;0;0;0;13,289666349009654;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5428;3.18:28:00;0;0;0;0;0;0;0;0;1,5633607820260116;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248200373268638;54,6387852459016;1,722949051092797;0;0;0;0;13,290007094778701;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5429;3.18:29:00;0;0;0;0;0;0;0;0;1,5638433573667263;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2482157610243179;54,6387852459016;1,7237173823975933;0;0;0;0;13,290411508473431;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5430;3.18:30:00;0;0;0;0;0;0;0;0;1,5638609731505118;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2482203512864758;54,6387852459016;1,7238306973247268;0;0;0;0;13,290758551332365;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5431;3.18:31:00;0;0;0;0;0;0;0;0;1,5638611932186137;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2482939817147465;54,6387852459016;1,724169908276089;0;0;0;0;13,290847434466235;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5432;3.18:32:00;0;0;0;0;0;0;0;0;1,5638804054254152;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2483326448631575;54,6387852459016;1,7245941841826942;0;0;0;0;13,291411567638866;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5433;3.18:33:00;0;0;0;0;0;0;0;0;1,5640232949053705;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248390421373336;54,6387852459016;1,725548386298675;0;0;0;0;13,291655793905596;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5434;3.18:34:00;0;0;0;0;0;0;0;0;1,5640883695298913;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2484419579263033;54,656106557377;1,7264694991542457;0;0;0;0;13,29211976953528;0;3,8000000000000003;0;0;0;0;0;0;2,96211672131148;4,1537506557377;11,7641754098361;
5435;3.18:35:00;0;0;0;0;0;0;0;0;1,564190872235919;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2484488132318257;54,656106557377;1,726855692622586;0;0;0;0;13,292551595811027;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5436;3.18:36:00;0;0;0;0;0;0;0;0;1,5644476673339456;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2485484040470944;54,656106557377;1,7269944553204684;0;0;0;0;13,29452042282159;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5437;3.18:37:00;0;0;0;0;0;0;0;0;1,5644861129026002;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2486936381032994;54,656106557377;1,7271651891054496;0;0;0;0;13,294707531465663;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5438;3.18:38:00;0;0;0;0;0;0;0;0;1,5645259659858037;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2487259201894214;54,656106557377;1,7286358908614732;0;0;0;0;13,296839609377763;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5439;3.18:39:00;0;0;0;0;0;0;0;0;1,5645694735857338;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2488212194781196;54,6753508196721;1,728689331387624;0;0;0;0;13,297078245926478;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5440;3.18:40:00;0;0;0;0;0;0;0;0;1,5646274120045776;0;0;0;0;0;0;0;0;0;0;0;0;0;1,248838418829898;54,6753508196721;1,7320147662835126;0;0;0;0;13,297349062361802;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5441;3.18:41:00;0;0;0;0;0;0;0;0;1,5646330799141777;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2488939730495219;54,6753508196721;1,7325826120388315;0;0;0;0;13,297360097922187;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5442;3.18:42:00;0;0;0;0;0;0;0;0;1,5648451095222078;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2489172843638598;54,6753508196721;1,7331118708167892;0;0;0;0;13,297560025449684;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5443;3.18:43:00;0;0;0;0;0;0;0;0;1,5648911016457843;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2489446142614686;54,6753508196721;1,7333968333169727;0;0;0;0;13,29849366920061;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5444;3.18:44:00;0;0;0;0;0;0;0;0;1,5649626893344415;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2490060096711197;54,6753508196721;1,7334730145394013;0;0;0;0;13,299078128730997;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5445;3.18:45:00;0;0;0;0;0;0;0;0;1,5650319835116167;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2491193949889243;54,6753508196721;1,7346051995649894;0;0;0;0;13,300098746796978;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5446;3.18:46:00;0;0;0;0;0;0;0;0;1,565038376792756;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2492097891623184;54,6753508196721;1,7346648567905754;0;0;0;0;13,30050385901782;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5447;3.18:47:00;0;0;0;0;0;0;0;0;1,5654074030292988;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2492992102040612;54,6753508196721;1,7347686876894104;0;0;0;0;13,3008224667056;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5448;3.18:48:00;0;0;0;0;0;0;0;0;1,5655577518878956;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2493447186340525;54,6753508196721;1,7356256897344684;0;0;0;0;13,301701975531769;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5449;3.18:49:00;0;0;0;0;0;0;0;0;1,5658665831567509;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2493448481082756;54,6753508196721;1,7360836424008226;0;0;0;0;13,30174392610641;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5450;3.18:50:00;0;0;0;0;0;0;0;0;1,5659398741272716;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2494011283345012;54,6753508196721;1,7370991340919906;0;0;0;0;13,30174594946643;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5451;3.18:51:00;0;0;0;0;0;0;0;0;1,5659462811627847;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2495560061019786;54,6753508196721;1,737173733307973;0;0;0;0;13,301971983897143;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5452;3.18:52:00;0;0;0;0;0;0;0;0;1,5662217990056997;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2496199571806295;54,6753508196721;1,7385552568970786;0;0;0;0;13,30197567913495;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5453;3.18:53:00;0;0;0;0;0;0;0;0;1,5664909413818202;0;0;0;0;0;0;0;0;0;0;0;0;0;1,249701187694653;54,6753508196721;1,739792624986608;0;0;0;0;13,303241585757789;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5454;3.18:54:00;0;0;0;0;0;0;0;0;1,5666029867004383;0;0;0;0;0;0;0;0;0;0;0;0;0;1,250050475112708;54,6753508196721;1,7414033682163623;0;0;0;0;13,30388160391373;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5455;3.18:55:00;0;0;0;0;0;0;0;0;1,566732475101674;0;0;0;0;0;0;0;0;0;0;0;0;0;1,250126648511361;54,6753508196721;1,7432245837675264;0;0;0;0;13,304037546403029;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5456;3.18:56:00;0;0;0;0;0;0;0;0;1,5667816135740256;0;0;0;0;0;0;0;0;0;0;0;0;0;1,25030738129191;54,6753508196721;1,7435443082702116;0;0;0;0;13,304230333111514;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5457;3.18:57:00;0;0;0;0;0;0;0;0;1,5668444575332152;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2503280247294108;54,6753508196721;1,7437248731899095;0;0;0;0;13,305432818059886;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5458;3.18:58:00;0;0;0;0;0;0;0;0;1,5668790921096538;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2503480049705928;54,6753508196721;1,7440370674967414;0;0;0;0;13,307711599720037;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5459;3.18:59:00;0;0;0;0;0;0;0;0;1,5668808171256616;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2503896404952994;54,6753508196721;1,7460842267426422;0;0;0;0;13,308005589816089;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5460;3.19:00:00;0;0;0;0;0;0;0;0;1,566904473537023;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2506128928540063;54,6753508196721;1,7483090889030388;0;0;0;0;13,308449105199639;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5461;3.19:01:00;0;0;0;0;0;0;0;0;1,5669850559261065;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2506521901283512;54,6753508196721;1,7506723933896255;0;0;0;0;13,30853004630106;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5462;3.19:02:00;0;0;0;0;0;0;0;0;1,5669971990012541;0;0;0;0;0;0;0;0;0;0;0;0;0;1,250653484170019;54,6753508196721;1,7508738346617012;0;0;0;0;13,309042677771929;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5463;3.19:03:00;0;0;0;0;0;0;0;0;1,5673301435630382;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2507215424038962;54,6753508196721;1,7526922866894938;0;0;0;0;13,309185140403306;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5464;3.19:04:00;0;0;0;0;0;0;0;0;1,5673558098935674;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2507933012258994;54,6753508196721;1,753343967878558;0;0;0;0;13,310020537525736;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5465;3.19:05:00;0;0;0;0;0;0;0;0;1,5673963868118002;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2508246839642918;54,6786;1,7535788660010982;0;0;0;0;13,310251915715227;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5466;3.19:06:00;0;0;0;0;0;0;0;0;1,5676939937172398;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2509984628329993;54,6786;1,7544806436421443;0;0;0;0;13,31265200722463;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5467;3.19:07:00;0;0;0;0;0;0;0;0;1,567921652480503;0;0;0;0;0;0;0;0;0;0;0;0;0;1,25119803642408;54,6786;1,7547016332305347;0;0;0;0;13,313296383016919;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5468;3.19:08:00;0;0;0;0;0;0;0;0;1,5680211341334502;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2512317074584558;54,6786;1,7549207813989844;0;0;0;0;13,313445196540652;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5469;3.19:09:00;0;0;0;0;0;0;0;0;1,568024208569552;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2513086607380473;54,6786;1,7558869088852105;0;0;0;0;13,314507045615072;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5470;3.19:10:00;0;0;0;0;0;0;0;0;1,5682056111784584;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2513140212883251;54,6786;1,7578315490740957;0;0;0;0;13,315361554888526;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5471;3.19:11:00;0;0;0;0;0;0;0;0;1,5683209708894512;0;0;0;0;0;0;0;0;0;0;0;0;0;1,251416835151028;54,6786;1,761008413463515;0;0;0;0;13,318684708843428;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5472;3.19:12:00;0;0;0;0;0;0;0;0;1,568390045297108;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2514688656041808;54,6786;1,7616498226099508;0;0;0;0;13,320805823683346;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,1537506557377;11,7641754098361;
5473;3.19:13:00;0;0;0;0;0;0;0;0;1,5687472924382522;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2514832053178697;54,6786;1,763086768612014;0;0;0;0;13,321331020457702;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5474;3.19:14:00;0;0;0;0;0;0;0;0;1,5687821235533856;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2515128700562173;54,6786;1,7632245495874386;0;0;0;0;13,321930045700736;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5475;3.19:15:00;0;0;0;0;0;0;0;0;1,5689991023905845;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2516845639673129;54,6786;1,7634000407620192;0;0;0;0;13,322027161241314;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5476;3.19:16:00;0;0;0;0;0;0;0;0;1,5690432032269261;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2517844452285158;54,6786;1,7664543376249726;0;0;0;0;13,322253791541774;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5477;3.19:17:00;0;0;0;0;0;0;0;0;1,5691597543434985;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2518326043431562;54,6786;1,768429681974529;0;0;0;0;13,322904307994145;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5478;3.19:18:00;0;0;0;0;0;0;0;0;1,5692391465651794;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2518344750995338;54,6786;1,7685851730637723;0;0;0;0;13,32310062412804;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5479;3.19:19:00;0;0;0;0;0;0;0;0;1,5693433509656356;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2520134607020887;54,6786;1,7714216655510782;0;0;0;0;13,323399565494162;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5480;3.19:20:00;0;0;0;0;0;0;0;0;1,5693968724407137;0;0;0;0;0;0;0;0;0;0;0;0;0;1,252032919709747;54,6786;1,7714688871761994;0;0;0;0;13,323709284061048;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5481;3.19:21:00;0;0;0;0;0;0;0;0;1,5694566997526043;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2520420299472799;54,6786;1,7743082475684386;0;0;0;0;13,325102878691943;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5482;3.19:22:00;0;0;0;0;0;0;0;0;1,5695024976773428;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2520852903589839;54,6786;1,7762050794612863;0;0;0;0;13,329364084540547;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5483;3.19:23:00;0;0;0;0;0;0;0;0;1,569593638565937;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2523789796290201;54,6786;1,7766362666770985;0;0;0;0;13,329400109732283;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5484;3.19:24:00;0;0;0;0;0;0;0;0;1,5696270473695861;0;0;0;0;0;0;0;0;0;0;0;0;0;1,252494877139514;54,6786;1,778253532236792;0;0;0;0;13,329526960484616;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5485;3.19:25:00;0;0;0;0;0;0;0;0;1,569679385405727;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2524958794732832;54,6786;1,7782626015434893;0;0;0;0;13,329585045799798;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5486;3.19:26:00;0;0;0;0;0;0;0;0;1,569739282122253;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2525033984292449;54,6786;1,7816244045408896;0;0;0;0;13,330073541974043;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5487;3.19:27:00;0;0;0;0;0;0;0;0;1,5699430008877246;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2526923882356815;54,6786;1,7839676348358298;0;0;0;0;13,330212505688776;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5488;3.19:28:00;0;0;0;0;0;0;0;0;1,570288760464108;0;0;0;0;0;0;0;0;0;0;0;0;0;1,252721425690516;54,6786;1,7862490356648297;0;0;0;0;13,330780976979087;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5489;3.19:29:00;0;0;0;0;0;0;0;0;1,5703420136865178;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2527423637302586;54,6786;1,7865891349012155;0;0;0;0;13,330839342014874;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5490;3.19:30:00;0;0;0;0;0;0;0;0;1,570414350652682;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2527457315298471;54,6786393442623;1,7889238689075568;0;0;0;0;13,331471050455306;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5491;3.19:31:00;0;0;0;0;0;0;0;0;1,5706437606243568;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2527944527632109;54,6786393442623;1,789057630244854;0;0;0;0;13,332017459187968;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5492;3.19:32:00;0;0;0;0;0;0;0;0;1,570669694614062;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2528634230860431;54,6786393442623;1,7890881389461388;0;0;0;0;13,332143122091185;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5493;3.19:33:00;0;0;0;0;0;0;0;0;1,5707635935637287;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2528869845542616;54,6786393442623;1,7921530490218438;0;0;0;0;13,333021761679946;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5494;3.19:34:00;0;0;0;0;0;0;0;0;1,5709716159832388;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2529594920301583;54,6786393442623;1,7943191557736098;0;0;0;0;13,333325130921336;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5495;3.19:35:00;0;0;0;0;0;0;0;0;1,571015110647994;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2529898387977443;54,7304655737705;1,7994337537508838;0;0;0;0;13,333804569183355;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5496;3.19:36:00;0;0;0;0;0;0;0;0;1,5713189350335806;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2530421551841149;54,7304655737705;1,8004340250142101;0;0;0;0;13,33527527300552;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5497;3.19:37:00;0;0;0;0;0;0;0;0;1,5713576348874772;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2531192738840358;54,7304655737705;1,800548446402373;0;0;0;0;13,335879409700953;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5498;3.19:38:00;0;0;0;0;0;0;0;0;1,5713942937882046;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2532027544021827;54,7304655737705;1,8027577970402393;0;0;0;0;13,336470257746509;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5499;3.19:39:00;0;0;0;0;0;0;0;0;1,5713994495391195;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2532648551417438;54,7304655737705;1,8063266124879356;0;0;0;0;13,336872785390158;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7641754098361;
5500;3.19:40:00;0;0;0;0;0;0;0;0;1,5715132009258126;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2533443152253767;54,7638836065574;1,8106439646950632;0;0;0;0;13,337141741565471;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5501;3.19:41:00;0;0;0;0;0;0;0;0;1,571556088793421;0;0;0;0;0;0;0;0;0;0;0;0;0;1,253450092208327;54,7638836065574;1,8113452212496786;0;0;0;0;13,33753346576974;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5502;3.19:42:00;0;0;0;0;0;0;0;0;1,5715785875328983;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2536392555899376;54,7638836065574;1,8140103281449604;0;0;0;0;13,337707675364811;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5503;3.19:43:00;0;0;0;0;0;0;0;0;1,5716538064700687;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2536399790555568;54,7638836065574;1,8196359723084599;0;0;0;0;13,338208789501218;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5504;3.19:44:00;0;0;0;0;0;0;0;0;1,5716644043583825;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2537083921645826;54,7638836065574;1,8271966842524565;0;0;0;0;13,338381309605747;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5505;3.19:45:00;0;0;0;0;0;0;0;0;1,5717134940543438;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2537138586193337;54,7638836065574;1,836503954230387;0;0;0;0;13,339322460973584;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5506;3.19:46:00;0;0;0;0;0;0;0;0;1,5718719165393966;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2539370206523872;54,7638836065574;1,8370464568971907;0;0;0;0;13,339707200817994;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5507;3.19:47:00;0;0;0;0;0;0;0;0;1,5719572341262094;0;0;0;0;0;0;0;0;0;0;0;0;0;1,253988640016489;54,7638836065574;1,8399766000772444;0;0;0;0;13,340222624783443;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
5508;3.19:48:00;0;0;0;0;0;0;0;0;1,5719731754125956;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2540277455515658;54,7638836065574;1,8408945716722667;0;0;0;0;13,342331008810513;0;3,8000000000000003;0;0;0;0;0;0;2,96267557377049;4,15431918032787;11,7653278688525;
