Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Cellar Light (200W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];AEG PN 2200 RX 4935365097 [Watt];Hand-held Circular Saw / Bosch PKS 46 [Watt];Skil 4270 [Watt];Polishing Machine / Flex L 602 VR [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Extractor Hood / Miele DA 429-4 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [Watt];Microwave / Panasonic NN 5259 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Laptop Sony Vaio SVE151G11M [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Braun Silencio 1250 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Router O2 Box 6431 [Watt];
5011;3.11:31:00;0;0;0;0;0;0;0;0;1,4551544770003577;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1594141329919045;0,3375633603915154;1,5290997538743771;0;0;0;0;12,419190859903821;0;2,9672750343629786;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5012;3.11:32:00;0;0;0;0;0;0;0;0;1,455169197434617;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1594324243332803;0,3377499715324165;1,5295377312783625;0;0;0;0;12,420154891499157;0;2,967323513732383;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5013;3.11:33:00;0;0;0;0;0;0;0;0;1,4551866092870218;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1594355586861447;0,3377648631581253;1,5296213423299103;0;0;0;0;12,420287765379918;0;2,967462955669259;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5014;3.11:34:00;0;0;0;0;0;0;0;0;1,4552001634691274;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1594533008617967;0,33792817390822905;1,529819754134149;0;0;0;0;12,420373341034352;0;2,967509957810737;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5015;3.11:35:00;0;0;0;0;0;0;0;0;1,455309833845463;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1595016193828638;0,33802601674455396;1,5298430010906001;0;0;0;0;12,421483693072396;0;2,967745015291936;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5016;3.11:36:00;0;0;0;0;0;0;0;0;1,4553516010462146;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1595335170964485;0,33854605868071497;1,5300021141383746;0;0;0;0;12,422008366692342;0;2,967762104980879;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5017;3.11:37:00;0;0;0;0;0;0;0;0;1,4554441559300104;0;0;0;0;0;0;0;0;0;0;0;0;0;1,159557306543609;0,3387830951823799;1,5304351267129028;0;0;0;0;12,422434015249914;0;2,9677727316257636;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5018;3.11:38:00;0;0;0;0;0;0;0;0;1,4554782389739065;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1596466555685665;0,3391769244320316;1,530461649817681;0;0;0;0;12,422543094335738;0;2,9678078056324195;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5019;3.11:39:00;0;0;0;0;0;0;0;0;1,4555719730216232;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1596489974058026;0,339691197541222;1,5306549649161885;0;0;0;0;12,422922431807661;0;2,9682421805114925;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5020;3.11:40:00;0;0;0;0;0;0;0;0;1,4556304094482395;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1596568456906946;0,33979307571388206;1,5306972633882965;0;0;0;0;12,424362208969018;0;2,968274039689191;0;0;0;0;0;0;0,951065196721311;0,22780231147541;6,41910934426229;
5021;3.11:41:00;0;0;0;0;0;0;0;0;1,4556538812900428;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1597109942386978;0,340045788129204;1,5307818662343062;0;0;0;0;12,424401443182571;0;2,9682936589936584;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5022;3.11:42:00;0;0;0;0;0;0;0;0;1,4558144064345586;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1597207799042162;0,34008742075812814;1,5309146699545426;0;0;0;0;12,424588403557872;0;2,968787441129784;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5023;3.11:43:00;0;0;0;0;0;0;0;0;1,4558473946955637;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1597522597508807;0,34025537677840284;1,531126686259871;0;0;0;0;12,424788530769947;0;2,968955376377441;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5024;3.11:44:00;0;0;0;0;0;0;0;0;1,4558661276053355;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1598786299955897;0,34029095621949595;1,5312425084651837;0;0;0;0;12,425247145769942;0;2,9692848499881115;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5025;3.11:45:00;0;0;0;0;0;0;0;0;1,4559131487216825;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1599127162306497;0,34031055648177233;1,5315370127477594;0;0;0;0;12,426724820852439;0;2,9692870076381688;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5026;3.11:46:00;0;0;0;0;0;0;0;0;1,4559567733863692;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1599808717752542;0,34043103230394517;1,531592283921471;0;0;0;0;12,42692705348968;0;2,969319271975584;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5027;3.11:47:00;0;0;0;0;0;0;0;0;1,4559964257648976;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1600560294367521;0,34047218930751294;1,5317209857213427;0;0;0;0;12,427181066621706;0;2,9693619729449634;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5028;3.11:48:00;0;0;0;0;0;0;0;0;1,4560348744779006;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1600563404401971;0,3408015943416404;1,531776466154456;0;0;0;0;12,427979825486313;0;2,9693842167841447;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5029;3.11:49:00;0;0;0;0;0;0;0;0;1,4560617158301916;0;0;0;0;0;0;0;0;0;0;0;0;0;1,16006645574963;0,34095567152435907;1,532046073616714;0;0;0;0;12,42805498763083;0;2,969563819448159;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5030;3.11:50:00;0;0;0;0;0;0;0;0;1,456092011483696;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1601778978542443;0,3413012212816983;1,5322570981643018;0;0;0;0;12,428149908408763;0;2,9699129050573934;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5031;3.11:51:00;0;0;0;0;0;0;0;0;1,4561787131275108;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1603194384160962;0,3413241615862361;1,5323345865604496;0;0;0;0;12,429230073577504;0;2,969946980150085;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5032;3.11:52:00;0;0;0;0;0;0;0;0;1,456185994551333;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1603475598220074;0,3413313191448258;1,5325352711226408;0;0;0;0;12,429746187853892;0;2,970000934746667;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5033;3.11:53:00;0;0;0;0;0;0;0;0;1,4561989763276653;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1604944367770504;0,3415169084900937;1,5328042004040507;0;0;0;0;12,429901241692432;0;2,9700068015689145;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5034;3.11:54:00;0;0;0;0;0;0;0;0;1,4563317314553106;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1604988374910785;0,34157340829380134;1,5330613623664342;0;0;0;0;12,430057522372373;0;2,9700070080162626;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5035;3.11:55:00;0;0;0;0;0;0;0;0;1,4563394059565216;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1605176680748297;0,3420431385182651;1,5331963172155565;0;0;0;0;12,430331661539482;0;2,9700580130599206;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5036;3.11:56:00;0;0;0;0;0;0;0;0;1,4563625944831105;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1606428196690046;0,34212654871126014;1,533230704396866;0;0;0;0;12,43052373976279;0;2,970175114023802;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5037;3.11:57:00;0;0;0;0;0;0;0;0;1,4563983737885222;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1606760164033123;0,342208418710725;1,533350429563591;0;0;0;0;12,43092843494498;0;2,970194171858716;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5038;3.11:58:00;0;0;0;0;0;0;0;0;1,4564547438486546;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1606826924501663;0,3423215044084591;1,5333578560022536;0;0;0;0;12,431524904013244;0;2,970356717805646;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5039;3.11:59:00;0;0;0;0;0;0;0;0;1,4565262651059894;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1607072574403268;0,342353412654484;1,5338533002457202;0;0;0;0;12,4317363160305;0;2,9703871003782534;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5040;3.12:00:00;0;0;0;0;0;0;0;0;1,4565951193829094;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1608542912725504;0,3425122328932222;1,533965797711618;0;0;0;0;12,431792423299951;0;2,9705687891992465;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5041;3.12:01:00;0;0;0;0;0;0;0;0;1,4567767469567001;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1608582383202557;0,3426679774187502;1,534292637382794;0;0;0;0;12,431866080489005;0;2,970715220203696;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5042;3.12:02:00;0;0;0;0;0;0;0;0;1,456789475156639;0;0;0;0;0;0;0;0;0;0;0;0;0;1,160872416010163;0,34311337129518055;1,5343323536004414;0;0;0;0;12,432454070833977;0;2,970972007977817;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5043;3.12:03:00;0;0;0;0;0;0;0;0;1,456853554660859;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1608814609088762;0,3431332525962428;1,5344452053910953;0;0;0;0;12,432583458948903;0;2,9709772857507284;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5044;3.12:04:00;0;0;0;0;0;0;0;0;1,4568763669183857;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1609365459876715;0,34320448797823466;1,5345321485045667;0;0;0;0;12,432707018068772;0;2,971046120165122;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5045;3.12:05:00;0;0;0;0;0;0;0;0;1,4569931000776029;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1609563063203587;0,3434372300441139;1,5345555107898268;0;0;0;0;12,432912736605125;0;2,971182504215562;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5046;3.12:06:00;0;0;0;0;0;0;0;0;1,4572563266796021;0;0;0;0;0;0;0;0;0;0;0;0;0;1,161221416329349;0,3437684130647072;1,534796713490658;0;0;0;0;12,433472909297413;0;2,9712064521164443;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5047;3.12:07:00;0;0;0;0;0;0;0;0;1,4572898935560556;0;0;0;0;0;0;0;0;0;0;0;0;0;1,161223457637809;0,34380609669809625;1,535216323999626;0;0;0;0;12,433522305844441;0;2,971580919324832;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5048;3.12:08:00;0;0;0;0;0;0;0;0;1,4572907287800785;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1613038294725795;0,3438534445492224;1,5352411324096475;0;0;0;0;12,433780821393478;0;2,971853892554645;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5049;3.12:09:00;0;0;0;0;0;0;0;0;1,4573113867560386;0;0;0;0;0;0;0;0;0;0;0;0;0;1,161345011406175;0,3439236277350993;1,5355754607839978;0;0;0;0;12,434000389519213;0;2,9718642437040574;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5050;3.12:10:00;0;0;0;0;0;0;0;0;1,4574539334791872;0;0;0;0;0;0;0;0;0;0;0;0;0;1,161373634067213;0,34418614020269833;1,5357070567342967;0;0;0;0;12,435102295458373;0;2,9721194737065573;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5051;3.12:11:00;0;0;0;0;0;0;0;0;1,4574785327498394;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1615523759665614;0,34423028835000535;1,5360645060471234;0;0;0;0;12,435854442082727;0;2,9721844033888702;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5052;3.12:12:00;0;0;0;0;0;0;0;0;1,4575586986098545;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1615963262384879;0,3444656041872532;1,536279430262486;0;0;0;0;12,436126205398727;0;2,972370168134724;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5053;3.12:13:00;0;0;0;0;0;0;0;0;1,4575763449275367;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1616837362313992;0,3445865122249942;1,5363103062647523;0;0;0;0;12,437112211011254;0;2,9724174172348956;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5054;3.12:14:00;0;0;0;0;0;0;0;0;1,4576407640130105;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1617763979196973;0,3446542700621452;1,5365341811504236;0;0;0;0;12,437779765924263;0;2,9725676490484463;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5055;3.12:15:00;0;0;0;0;0;0;0;0;1,4576431566492034;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1618142513718597;0,34472804110272176;1,536824042371118;0;0;0;0;12,43780831897617;0;2,972645870868972;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5056;3.12:16:00;0;0;0;0;0;0;0;0;1,457693966662005;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1618788412589427;0,3447961193068374;1,536954651838425;0;0;0;0;12,438134327609644;0;2,972747540879026;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5057;3.12:17:00;0;0;0;0;0;0;0;0;1,457769355594826;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1618995612020233;0,3448205538322027;1,5372788709657816;0;0;0;0;12,438172665700966;0;2,972765203208544;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5058;3.12:18:00;0;0;0;0;0;0;0;0;1,4578417299685962;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1619692186442043;0,3451105597871952;1,5374417248929604;0;0;0;0;12,438395589980628;0;2,9727672059276946;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5059;3.12:19:00;0;0;0;0;0;0;0;0;1,4579509105676343;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1620554497587487;0,34545520946537867;1,5375330234742204;0;0;0;0;12,438586487294065;0;2,972926785093285;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5060;3.12:20:00;0;0;0;0;0;0;0;0;1,457983754429746;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1621477114376202;0,3459944843604348;1,5375556290293435;0;0;0;0;12,440521536255874;0;2,9731191369610666;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5061;3.12:21:00;0;0;0;0;0;0;0;0;1,45799977606395;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1621952843821648;0,3465239475293613;1,5375736398253814;0;0;0;0;12,44179109648202;0;2,973126919444515;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5062;3.12:22:00;0;0;0;0;0;0;0;0;1,4580371613376184;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1622050835724058;0,3475677722576377;1,5379277892179146;0;0;0;0;12,441801118778034;0;2,9733967658687845;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5063;3.12:23:00;0;0;0;0;0;0;0;0;1,4582026206748098;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1622794196734747;0,3476368185416315;1,538477541539202;0;0;0;0;12,442697171811988;0;2,9735787606446467;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5064;3.12:24:00;0;0;0;0;0;0;0;0;1,458346987018433;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1622972389335335;0,34771142427260565;1,5385774879863083;0;0;0;0;12,44373476677657;0;2,9737254982189;0;0;0;0;0;0;0,951158278688525;0,22780231147541;6,41910934426229;
5065;3.12:25:00;0;0;0;0;0;0;0;0;1,458370425358007;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1624059130900823;0,34795235804572083;1,5389151322755914;0;0;0;0;12,443968307732229;0;2,9739320538212533;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5066;3.12:26:00;0;0;0;0;0;0;0;0;1,4589323773890208;0;0;0;0;0;0;0;0;0;0;0;0;0;1,162474571264443;0,3480295552962039;1,5392906677462082;0;0;0;0;12,444634463410184;0;2,974092729829127;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5067;3.12:27:00;0;0;0;0;0;0;0;0;1,4591596797837532;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1624893009447332;0,34823028575781473;1,5393424687383246;0;0;0;0;12,445421780696261;0;2,9741382917421113;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5068;3.12:28:00;0;0;0;0;0;0;0;0;1,45933628107149;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1625096345272792;0,3488731492045723;1,53940734523372;0;0;0;0;12,445710361173651;0;2,9741528798657098;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5069;3.12:29:00;0;0;0;0;0;0;0;0;1,459346118981826;0;0;0;0;0;0;0;0;0;0;0;0;0;1,162526661111891;0,34910147839756994;1,5400727499326865;0;0;0;0;12,446202209679381;0;2,974173292094487;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5070;3.12:30:00;0;0;0;0;0;0;0;0;1,4594493000611677;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1625499031627142;0,34958317885619755;1,5404786731716769;0;0;0;0;12,44653518087979;0;2,974240926681798;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5071;3.12:31:00;0;0;0;0;0;0;0;0;1,4594512309727579;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1626114052751737;0,3500274568597776;1,5407653304129345;0;0;0;0;12,447008682425466;0;2,9743256763312176;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5072;3.12:32:00;0;0;0;0;0;0;0;0;1,4594798628237113;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1626207756881937;0,35048262191864016;1,5408300914563964;0;0;0;0;12,447010553078384;0;2,9744382474149074;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5073;3.12:33:00;0;0;0;0;0;0;0;0;1,4595158454212398;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1626395647797139;0,35059033469290035;1,540847432115738;0;0;0;0;12,447231980863423;0;2,9745055382348444;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5074;3.12:34:00;0;0;0;0;0;0;0;0;1,4595309380740669;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1626882378082544;0,350842473501828;1,5408739641913067;0;0;0;0;12,447429170539733;0;2,974697479433099;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5075;3.12:35:00;0;0;0;0;0;0;0;0;1,459572098441879;0;0;0;0;0;0;0;0;0;0;0;0;0;1,162688544201557;0,3511271079860277;1,5410298409234668;0;0;0;0;12,447714142654126;0;2,974721275287416;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5076;3.12:36:00;0;0;0;0;0;0;0;0;1,4596263070156035;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1626965162387275;0,3515465035376636;1,541097234092525;0;0;0;0;12,44809298081211;0;2,9747667322166462;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5077;3.12:37:00;0;0;0;0;0;0;0;0;1,459641404448601;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1627819781803932;0,35179536780246207;1,541159714134095;0;0;0;0;12,449061147945802;0;2,9748416894155936;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5078;3.12:38:00;0;0;0;0;0;0;0;0;1,4596520771786028;0;0;0;0;0;0;0;0;0;0;0;0;0;1,162939250942882;0,35184519899128747;1,5412403100271381;0;0;0;0;12,449388992305693;0;2,974926232375094;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5079;3.12:39:00;0;0;0;0;0;0;0;0;1,4596648009166608;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1629412480853767;0,35218790100299263;1,5412445082553237;0;0;0;0;12,44993397543596;0;2,9749665933687837;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5080;3.12:40:00;0;0;0;0;0;0;0;0;1,4596814348630693;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1630171488283876;0,3525436819683088;1,5413431428448512;0;0;0;0;12,451331370988896;0;2,9751085174252774;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5081;3.12:41:00;0;0;0;0;0;0;0;0;1,4597055121268219;0;0;0;0;0;0;0;0;0;0;0;0;0;1,163021756132025;0,35264393465385946;1,5413662257893082;0;0;0;0;12,45151791742103;0;2,9751848683676383;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5082;3.12:42:00;0;0;0;0;0;0;0;0;1,4597611073448788;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1631725068430587;0,35293792258168843;1,5414508740588242;0;0;0;0;12,452421536627643;0;2,9752794132665388;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5083;3.12:43:00;0;0;0;0;0;0;0;0;1,4597837246343364;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1633675755974302;0,353081600261039;1,54157765897321;0;0;0;0;12,452463241049072;0;2,975491151291161;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5084;3.12:44:00;0;0;0;0;0;0;0;0;1,4598076769274422;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1635043966162018;0,35334452085991747;1,5421298081095325;0;0;0;0;12,452557884919862;0;2,9756020563074355;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5085;3.12:45:00;0;0;0;0;0;0;0;0;1,459926861576848;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1635466193326662;0,35341949183056237;1,5427527774780452;0;0;0;0;12,452866666781372;0;2,975609821263794;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5086;3.12:46:00;0;0;0;0;0;0;0;0;1,460010452445634;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1635839505181054;0,35344654631138117;1,542834151942853;0;0;0;0;12,4529089032409;0;2,9757262242182962;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5087;3.12:47:00;0;0;0;0;0;0;0;0;1,4600452819872607;0;0;0;0;0;0;0;0;0;0;0;0;0;1,163610656435678;0,3537284380292529;1,5429365450762154;0;0;0;0;12,453174217985728;0;2,975933034670939;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5088;3.12:48:00;0;0;0;0;0;0;0;0;1,4600510526508312;0;0;0;0;0;0;0;0;0;0;0;0;0;1,163644861880022;0,3553191300316946;1,5430049434349988;0;0;0;0;12,453558075481684;0;2,975933463648967;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5089;3.12:49:00;0;0;0;0;0;0;0;0;1,4600592359004856;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1637097614310183;0,35537900118156535;1,5433114464900044;0;0;0;0;12,453821465716102;0;2,9759614085810786;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5090;3.12:50:00;0;0;0;0;0;0;0;0;1,460142043549838;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1637515494294501;0,3554305276679369;1,5433718704246615;0;0;0;0;12,454238949723203;0;2,976014649885665;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5091;3.12:51:00;0;0;0;0;0;0;0;0;1,4602592335285074;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1637898704608323;0,35550978840788844;1,5438337008800795;0;0;0;0;12,45460555478847;0;2,976114317625753;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5092;3.12:52:00;0;0;0;0;0;0;0;0;1,4603484120432704;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1637973674627742;0,35564118921591337;1,5439567526139815;0;0;0;0;12,454747535902401;0;2,976158565431264;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5093;3.12:53:00;0;0;0;0;0;0;0;0;1,4604736697501897;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1638088991696696;0,35622274451502667;1,5439851541868823;0;0;0;0;12,455804845041317;0;2,9761818769650863;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5094;3.12:54:00;0;0;0;0;0;0;0;0;1,4605462597831722;0;0;0;0;0;0;0;0;0;0;0;0;0;1,16387201467224;0,3578273975027779;1,5441427747097844;0;0;0;0;12,45629768880301;0;2,976335143722387;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5095;3.12:55:00;0;0;0;0;0;0;0;0;1,4605869295974607;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1640032950215364;0,35814231307768457;1,5443319084109142;0;0;0;0;12,45762272300475;0;2,9764440432762975;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
5096;3.12:56:00;0;0;0;0;0;0;0;0;1,4607018591584389;0;0;0;0;0;0;0;0;0;0;0;0;0;1,164179199092074;0,35853094817679576;1,5443434904385447;0;0;0;0;12,457935047517513;0;2,976618692282412;0;0;0;0;0;0;0,951158278688525;0,227931114754098;6,41910934426229;
