Inner Device Heat Gains.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Cellar Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Children Room Light Device (20W);AFK BM-2N;Eye Glass Cleaner Grundig UC 5020;Clatronic MS 3249 Milk Foamer;Nespresso Coffee Machine, Single Cup;AEG PN 2200 RX 4935365097;Hand-held Circular Saw / Bosch PKS 46;Skil 4270;Polishing Machine / Flex L 602 VR;Dishwasher NEFF SD6P1F (2011);Christopeit Treadmill TM 2 Pro;Lawn Mower / Sabo 32-EL;Digitalpiano / Kawai CN-23;Lamp Ikea V1017 Jansjo;AEG SB 2E 650 R;Cordless Screwdriver / Bosch PSR 18 LI-2;Electric Kettle / Petra WK288 1.5L;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;TFT Monitor Samsung S27C750P;Active Speaker Trust Tytan 2.1;Gaming Computer;Cell Phone Samsung Charging;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Westinghouse Fanaway;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Microwave / Panasonic NN 5259;Kitchen Machine Bosch UM4VE2B;Extractor Hood / Miele DA 429-4;Miele DA 61;Deep Fryer / DeLonghi F 28311.W Rotofritteuse;Ricecooker / Tristar RK-6112;Steam Cooker / Phillips HD9140;Immersion Blender Noah Hit Top;Fondue / Unold 48746 Asia;Bauknecht GTE 260;Dryer / Miele T 8626 WP;Electronic Hometrainer / Kettler Satura E;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Phone Siemens Gigaset C320;Canister vacuum cleaner / Siemens VS 06 G 1831;External Harddrive Iomega 3.5";Nintendo Wii;Siemens Kl 20 LA 65 (A+);Electric Razor Braun Cruzer 5;Electric Toothbrush Dondodent Professional Clean;Samsung CLP-315W;Fax / Phillips Faxjet 525 Primo (IPF525);Microsoft Xbox 360;Yamaha RX-V667;Router O2 Box 6431;
1126;18:46:00;1;1;1;0;3;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1127;18:47:00;1;1;1;0;3;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1128;18:48:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1129;18:49:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1130;18:50:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1131;18:51:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1132;18:52:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1133;18:53:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1134;18:54:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1135;18:55:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1136;18:56:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1137;18:57:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1138;18:58:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;3;5;5;5;5;5;5;10;
1139;18:59:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1140;19:00:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1141;19:01:00;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1142;19:02:00;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1143;19:03:00;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;2;5;5;5;5;5;5;10;
1144;19:04:00;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1145;19:05:00;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1146;19:06:00;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1147;19:07:00;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1148;19:08:00;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1149;19:09:00;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1150;19:10:00;0;0;1;0;5;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1151;19:11:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1152;19:12:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1153;19:13:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;0;5;5;5;5;5;5;10;
1154;19:14:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1155;19:15:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;1;5;1;5;5;5;5;5;5;10;
1156;19:16:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1157;19:17:00;0;0;2;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1158;19:18:00;0;0;2;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1159;19:19:00;0;0;2;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1160;19:20:00;0;0;2;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1161;19:21:00;0;0;2;0;4;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1162;19:22:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1163;19:23:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1164;19:24:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1165;19:25:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1166;19:26:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1167;19:27:00;1;1;1;0;4;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
1168;19:28:00;0;0;1;0;4;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1169;19:29:00;0;0;1;0;4;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1170;19:30:00;0;0;1;0;4;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1171;19:31:00;0;0;1;0;4;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1172;19:32:00;0;0;2;0;4;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1173;19:33:00;0;0;1;0;4;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1174;19:34:00;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1175;19:35:00;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1176;19:36:00;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1177;19:37:00;0;0;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1178;19:38:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1179;19:39:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1180;19:40:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1181;19:41:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1182;19:42:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1183;19:43:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1184;19:44:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1185;19:45:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
1186;19:46:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1187;19:47:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1188;19:48:00;0;0;2;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1189;19:49:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1190;19:50:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1191;19:51:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1192;19:52:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1193;19:53:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1194;19:54:00;1;1;1;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1195;19:55:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1196;19:56:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1197;19:57:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
1198;19:58:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1199;19:59:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1200;20:00:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1201;20:01:00;0;0;1;0;2;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
1202;20:02:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
1203;20:03:00;0;0;1;0;3;1;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;1;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
