Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Christopeit Treadmill TM 2 Pro [var];Laptop Sony Vaio SVE151G11M [var];Lawn Mower / Sabo 32-EL [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Microsoft Xbox 360 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Dishwasher NEFF SD6P1F (2011) [var];Dryer / Miele T 8626 WP [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Hair Dryer Braun Silencio 1250 [var];Siemens Kl 20 LA 65 (A+) [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];
7076;4.21:56:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,141861784209266;0;0;0;0;13,6810171108304;10,598784001282835;0;0;0,1;0;1,1941287833700178;0;0;12,656785567753206;0,01;5,0171772173267595;0;1,4468148202965139;0;0;0;0;0;0;0;27,03210326995717;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7077;4.21:57:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,156897112264226;0;0;0;0;13,683539911138109;10,605550585223815;0;0;0,1;0;1,1941399274937259;0;0;12,67057263446894;0,01;5,024601122556641;0;1,4480142062241732;0;0;0;0;0;0;0;27,045554638642155;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7078;4.21:58:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,164054009323136;0;0;0;0;13,684125675081553;10,612230006032439;0;0;0,1;0;1,1941659777159879;0;0;12,670804482497966;0,01;5,025157879174539;0;1,44871154046427;0;0;0;0;0;0;0;27,0646184309241;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7079;4.21:59:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,166825798804576;0;0;0;0;13,686987087500977;10,620187794565043;0;0;0,1;0;1,1943959335076042;0;0;12,677483566945766;0,01;5,026543639745467;0;1,448769684748451;0;0;0;0;0;0;0;27,16400895788424;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7080;4.22:00:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,169723456382864;0;0;0;0;13,692534248223101;10,624002485799782;0;0;0,1;0;1,1944800652725767;0;0;12,6778015607661;0,01;5,026894959310751;0;1,448867954217597;0;0;0;0;0;0;0;27,169297863468827;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7081;4.22:01:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,171873349814436;0;0;0;0;13,69325848780606;10,633301707410077;0;0;0,1;0;1,1945908805254004;0;0;12,682944713907634;0,01;5,028730154806878;0;1,4495319912086628;0;0;0;0;0;0;0;27,864868607402663;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7082;4.22:02:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,173426816495203;0;0;0;0;13,701220884333598;10,645220539714906;0;0;0,1;0;1,1946888324935934;0;0;12,693680900692637;0,01;5,03067667833928;0;1,4500685208879547;0;0;0;0;0;0;0;27,934226752014336;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7083;4.22:03:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,177082345460627;0;0;0;0;13,729989271368948;10,663214590836747;0;0;0,1;0;1,1949562474921598;0;0;12,708793813793195;0,01;5,036603554101146;0;1,4508347712747212;0;0;0;0;0;0;0;27,967674856994957;0;77,28056;-9,67657360655738;2,80659213114754;-4,01139;
7084;4.22:04:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,177386455624079;0;0;0;0;13,734563374381171;10,667145818039456;0;0;0,1;0;1,1951895725486552;0;0;12,70940385795378;0,01;5,038536381529599;0;1,451192529890825;0;0;0;0;0;0;0;28,06331317404641;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7085;4.22:05:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,179113718058379;0;0;0;0;13,749754795787101;10,674833787989494;0;0;0,1;0;1,195313829522963;0;0;12,732937403293915;0,01;5,039187904260446;0;1,4517659698633403;0;0;0;0;0;0;0;28,74971045267199;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7086;4.22:06:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,182110286809971;0;0;0;0;13,75024659500997;10,678854088160941;0;0;0,1;0;1,1961966985015797;0;0;12,735481089695705;0,01;5,040382366169666;0;1,451977945348286;0;0;0;0;0;0;0;28,941615019341928;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7087;4.22:07:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,199205669178939;0;0;0;0;13,764045179698513;10,685696546451297;0;0;0,1;0;1,196633389588003;0;0;12,74253800964499;0,01;5,049733511516599;0;1,452125249137102;0;0;0;0;0;0;0;29,104684645390495;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7088;4.22:08:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,203506850841601;0;0;0;0;13,769967214683938;10,689750510476895;0;0;0,1;0;1,1966856641414498;0;0;12,748754957563827;0,01;5,0555243943849275;0;1,4524687676614785;0;0;0;0;0;0;0;29,216532137442613;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7089;4.22:09:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,204040796964095;0;0;0;0;13,793263809046584;10,702699228079604;0;0;0,1;0;1,196829102770133;0;0;12,754853607389265;0,01;5,062212544169132;0;1,4525622496334811;0;0;0;0;0;0;0;29,311624383081124;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7090;4.22:10:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,210527193071026;0;0;0;0;13,795219113143364;10,71212335108237;0;0;0,1;0;1,197198138447056;0;0;12,755622399185349;0,01;5,068333863766308;0;1,4531919414379697;0;0;0;0;0;0;0;29,387813244414847;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7091;4.22:11:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,211187771714758;0;0;0;0;13,798519368506065;10,715901506874506;0;0;0,1;0;1,1974951283146582;0;0;12,755764800835196;0,01;5,0754226523216;0;1,4549590463219382;0;0;0;0;0;0;0;29,3984583498837;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7092;4.22:12:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,218171055009908;0;0;0;0;13,804886084026801;10,73080459812157;0;0;0,1;0;1,1977116580375904;0;0;12,764913899524302;0,01;5,07693767447082;0;1,4553426322085012;0;0;0;0;0;0;0;29,422291638639972;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7093;4.22:13:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,220059046697858;0;0;0;0;13,81722269917656;10,746640954115323;0;0;0,1;0;1,1984707317820582;0;0;12,768605521694228;0,01;5,078642025364255;0;1,4573715351348075;0;0;0;0;0;0;0;29,798697474704145;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7094;4.22:14:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,222408581277026;0;0;0;0;13,835170222524916;10,751369156306602;0;0;0,1;0;1,1985368940711627;0;0;12,7946589630521;0,01;5,0787602023391845;0;1,4582755833628351;0;0;0;0;0;0;0;30,099902337762273;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7095;4.22:15:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,234058541804234;0;0;0;0;13,844619892227975;10,772051825527496;0;0;0,1;0;1,1985564104052053;0;0;12,810709362931243;0,01;5,079201676860922;0;1,4585010659966144;0;0;0;0;0;0;0;30,3280963680119;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7096;4.22:16:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,239854694941464;0;0;0;0;13,845571373080016;10,780480192792712;0;0;0,1;0;1,1987051815886902;0;0;12,811493204682435;0,01;5,0899417122217505;0;1,459435073983268;0;0;0;0;0;0;0;30,34376715335388;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7097;4.22:17:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,241702822879748;0;0;0;0;13,853391844317102;10,78769159376964;0;0;0,1;0;1,1987149766190819;0;0;12,818220430161148;0,01;5,091504133828561;0;1,4622285504829866;0;0;0;0;0;0;0;30,43957214291909;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7098;4.22:18:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,24415451498301;0;0;0;0;13,863997105191748;10,789962175820772;0;0;0,1;0;1,1993492097541292;0;0;12,82257442963187;0,01;5,091642636723317;0;1,464146700803778;0;0;0;0;0;0;0;30,61550158518215;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7099;4.22:19:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,24577064468422;0;0;0;0;13,866116589973393;10,793778351231964;0;0;0,1;0;1,199394419181448;0;0;12,827774674328234;0,01;5,0971813067437335;0;1,4649059173779138;0;0;0;0;0;0;0;30,936633120296086;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7100;4.22:20:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,246042889932305;0;0;0;0;13,877029220181269;10,793992076313847;0;0;0,1;0;1,1996277984112818;0;0;12,82792838078339;0,01;5,105405832996757;0;1,4659482614495298;0;0;0;0;0;0;0;31,17085847540234;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7101;4.22:21:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,255682361885417;0;0;0;0;13,888467045657114;10,804175641872066;0;0;0,1;0;1,1996471921246243;0;0;12,830912183630383;0,01;5,106770989467184;0;1,4668500105356608;0;0;0;0;0;0;0;31,20228947718088;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7102;4.22:22:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,268262810807751;0;0;0;0;13,89289287024144;10,806265906282;0;0;0,1;0;1,1999711971340437;0;0;12,832772419418868;0,01;5,107345182770075;0;1,4716311085739338;0;0;0;0;0;0;0;31,21000683727472;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7103;4.22:23:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,270842608417484;0;0;0;0;13,92113029202001;10,810916462329656;0;0;0,1;0;1,2004902052210624;0;0;12,839874043670305;0,01;5,110352194705834;0;1,4736916300437017;0;0;0;0;0;0;0;32,096613836017106;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7104;4.22:24:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,271503219040505;0;0;0;0;13,927766923191065;10,821196578884223;313,6197846632673;0;0,1;0;1,2009675094126882;0;0;12,8422695912884;0,01;5,11047305396725;0;1,474784368174947;0;0;0;0;0;0;0;33,08921551947885;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7105;4.22:25:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,274818629069948;0;0;0;0;13,941982066880518;10,836759464311246;314,0783051243678;214,84994410241353;0,1;0;1,200975890365243;0;0;12,85978686427549;0,01;5,112595889050952;0;1,475858537899996;0;0;0;0;0;0;0;33,35759229061119;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7106;4.22:26:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,2880801364411445;0;0;0;0;13,945646532471043;10,837618321281298;326,7001692135135;234,25836487858044;0,1;0;1,2010523280229166;0;0;12,862382724855577;0,01;5,115471249067372;0;1,4779862759243243;0;0;0;0;0;0;0;33,42169268227367;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7107;4.22:27:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,288864996373698;0;0;0;0;13,968014811804537;10,840545222822884;335,9658370413209;246,4152278186964;0,1;0;1,2015553098542093;0;0;12,867771702931686;0,01;5,1215546880381835;0;1,4780011736583794;0;0;0;0;0;0;0;33,489089693977874;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7108;4.22:28:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,293942372683825;0;0;0;0;13,978647823429752;10,846703446381728;338,0727909562838;246,54444202282428;0,1;0;1,2018099184336395;0;0;12,880538594355988;0,01;5,131013514558533;0;1,4783962922001137;0;0;0;0;0;0;0;33,53811996091786;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7109;4.22:29:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,298809298106889;0;0;0;0;13,990129550131813;10,85228853804725;338,7240903215385;247,8122565093959;0,1;0;1,202165641466348;0;0;12,884190818212245;0,01;5,131638690991147;0;1,4787585348512398;0;0;0;0;0;0;0;33,53824328597227;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7110;4.22:30:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,314680982198497;0;0;0;0;14,043423679797453;10,868714593168484;339,1785403131318;256,08061827548545;0,1;0;1,202626154940516;0;0;12,884201934967688;0,01;5,138530598164916;0;1,4797086309104746;0;0;0;0;0;0;0;33,684844950778086;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7111;4.22:31:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,315051912428873;0;0;0;0;14,046534578307382;10,86921682476197;344,059914325512;257,4478574412788;0,1;0;1,2035846107310229;0;0;12,889381497938277;0,01;5,139462949188836;0;1,4804874369079202;0;0;0;0;0;0;0;33,82023095086746;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7112;4.22:32:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,316660334328455;0;0;0;0;14,049314344043689;10,876897137328884;345,5853376283345;257,5902991434268;0,1;0;1,2041037601554998;0;0;12,894630626287665;0,01;5,141433854750044;0;1,4806419554769095;0;0;0;0;0;0;0;33,856581928176844;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7113;4.22:33:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,3175722177049805;0;0;0;0;14,102912939914113;10,878465215857977;347,86038854235784;258,3611188114967;0,1;0;1,2042059148942736;0;0;12,90354336365927;0,01;5,1421592710227335;0;1,4864424907555827;0;0;0;0;0;0;0;34,6326812049947;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7114;4.22:34:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,334946859232373;0;0;0;0;14,113494545435309;10,906935031319893;348,1026912571992;260,100620227925;0,1;0;1,2042871641048052;0;0;12,94807673536866;0,01;5,142913744532283;0;1,492134161221329;0;0;0;0;0;0;0;34,679626511401345;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7115;4.22:35:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,34153789146818;0;0;0;0;14,137520102339218;10,913232716010599;353,29348024801254;263,4520797178383;0,1;0;1,2043031651318192;0;0;12,96565678315013;0,01;5,144704761587499;0;1,4949246187025391;0;0;0;0;0;0;0;34,75492080854807;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7116;4.22:36:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,341837543997429;0;0;0;0;14,140118333471332;10,91905487802778;353,356829902109;264,21652293045673;0,1;0;1,2046997652919926;0;0;12,973411566926;0,01;5,146374954626895;0;1,499630645239988;0;0;0;0;0;0;0;35,26751877104849;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7117;4.22:37:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,343422735677477;0;0;0;0;14,149848991289758;10,92183441909314;354,4614346774249;265,45425160491106;0,1;0;1,2047041908957081;0;0;12,986258506481613;0,01;5,147100827753808;0;1,501958982978413;0;0;0;0;0;0;0;35,31919758068039;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7118;4.22:38:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,349285111074781;0;0;0;0;14,180931516300399;10,925740689045229;354,6141153140205;266,41682764659987;0,1;0;1,2051431119216498;0;0;12,999678439727656;0,01;5,151777488032305;0;1,5030095816672204;0;0;0;0;0;0;0;35,41881584501967;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7119;4.22:39:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,3507177699231265;0;0;0;0;14,19377723268267;10,93706960262162;357,6805048399394;266,94646087528474;0,1;0;1,20610774783279;0;0;13,0085015840965;0,01;5,15852859723745;0;1,5036157563326455;0;0;0;0;0;0;0;35,45147545184054;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7120;4.22:40:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,355441845373868;0;0;0;0;14,202114961090597;11,014427832329718;360,8246315343815;267,9544151196533;0,1;0;1,2064006421627467;0;0;13,010115071035282;0,01;5,168000235207084;0;1,5086750491050243;0;0;0;0;0;0;0;35,769866848364686;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7121;4.22:41:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,3570280869736715;0;0;0;0;14,202390035958032;11,018184132887809;360,9810430191932;269,7393863770097;0,1;0;1,2076483625702628;0;0;13,041521325517166;0,01;5,1689573936689595;0;1,5097866285983437;0;0;0;0;0;0;0;35,833707166554355;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7122;4.22:42:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,364762845446938;0;0;0;0;14,243915998059;11,022358865755278;366,0068817564361;270,8537338688095;0,1;0;1,208071106843495;0;0;13,056577816388899;0,01;5,170576481309563;0;1,5104067840521818;0;0;0;0;0;0;0;35,86375028113415;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7123;4.22:43:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,3652103452762345;0;0;0;0;14,257222881880342;11,031998477309964;372,121822533663;274,58093714867096;0,1;0;1,2092092559423646;0;0;13,064028693437356;0,01;5,1731378530808145;0;1,5130932373499106;0;0;0;0;0;0;0;36,066542569995605;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7124;4.22:44:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,370366666911722;0;0;0;0;14,258639816716437;11,040349982770188;372,14707323188895;276,2066754301331;0,1;0;1,2101028164657248;0;0;13,082849568352154;0,01;5,175974811170166;0;1,5194919639330706;0;0;0;0;0;0;0;36,29098009852962;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7125;4.22:45:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,380276510237955;0;0;0;0;14,263183892978278;11,04341994982557;373,7481121645335;276,8578705224863;0,1;0;1,2101350844103986;0;0;13,083038432634815;0,01;5,1788885261420745;0;1,5273584333205363;0;0;0;0;0;0;0;36,71945419740349;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7126;4.22:46:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,385431429911194;0;0;0;0;14,269108797451645;11,04423483663351;374,6137479405423;278,1976885933904;0,1;0;1,2106395263775915;0;0;13,116741406360129;0,01;5,180638192684638;0;1,5288152700645952;0;0;0;0;0;0;0;36,8135271898479;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7127;4.22:47:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,398021625648331;0;0;0;0;14,27928607351038;11,048019067315998;375,1306714669766;278,7488937119673;0,1;0;1,2108410368629636;0;0;13,127598773575414;0,01;5,182482540354118;0;1,5290783307789424;0;0;0;0;0;0;0;36,88027331042044;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7128;4.22:48:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,402381057989703;0;0;0;0;14,279533369808103;11,053092068285416;376,69111779712716;280,69709192176896;0,1;0;1,2110324521727123;0;0;13,147491279477885;0,01;5,190555496462597;0;1,5296957549585681;0;0;0;0;0;0;0;36,97318515490155;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7129;4.22:49:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,402645247823849;0;0;0;0;14,288289424214673;11,068229958171958;377,3531551884597;281,04093410589473;0,1;0;1,2111051145390592;0;0;13,165853508719941;0,01;5,190638691784062;0;1,5349905557242196;0;0;0;0;0;0;0;37,20971624557234;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7130;4.22:50:00;32,86841051788634;0;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,41748602401968;0;0;0;0;14,292988077545145;11,068936941012844;378,82846411135984;281,0686183322686;0,1;0;1,2112210119748985;0;0;13,185433881977168;0,01;5,191154793072545;0;1,536581295444048;0;0;0;0;0;0;0;37,211240543472464;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7131;4.22:51:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,418930099350097;0;0;0;0;14,305100596576331;11,071980294751114;380,7110104718219;281,5627385510877;0,1;0;1,2118307965390114;0;0;13,192830913997286;0,01;5,194399428287092;0;1,5440437294083411;0;0;0;0;0;0;0;37,53164840663078;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7132;4.22:52:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;0;5,422456233145759;0;0;0;0;14,385218100430178;11,077216461065792;382,4283162367692;281,7155953070408;0,1;0;1,2136547020038824;0;0;13,196733160391153;0,01;5,195712076037979;0;1,5596196214440763;0;0;0;0;0;0;0;37,611455245426825;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7133;4.22:53:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;56,36720267397605;5,425876617014217;0;0;0;0;14,386813189562915;11,101272226797434;383,87776838457864;281,9242363357344;0,1;0;1,2142746683041734;0;0;13,203144512182366;0,01;5,195758920764557;0;1,562501584729458;0;0;0;0;0;0;0;37,78027115185986;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7134;4.22:54:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;56,88255531069842;5,431890922640975;0;0;0;0;14,440056870101136;11,11300605826339;383,95202073075325;282,04443487196767;0,1;0;1,2142908670059347;0;0;13,204727581678906;0,01;5,1961450002064975;0;1,5940497199395454;0;0;0;0;0;0;0;37,794325779846396;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7135;4.22:55:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;56,93906894265789;5,443858476000904;0;0;0;0;14,450818804882415;11,134197553427182;383,99690628814824;282,73861847338566;0,1;0;1,2143361744776822;0;0;13,21551057625491;0,01;5,201854958120368;0;1,6015868527916242;0;0;0;0;0;0;0;37,80623163816384;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7136;4.22:56:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;57,107413901041795;5,4459883370919755;0;0;0;0;14,464045811654943;11,134736120956262;384,62706760022263;282,9504406287642;0,1;0;1,2165473524605923;0;0;13,2358990170531;0,01;5,2215772439292705;0;32,252806023109976;0;0;0;0;0;0;0;37,807422910130505;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7137;4.22:57:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;57,63224629891148;5,44693370618821;0;0;0;0;14,476230818060099;11,136893206700533;385,6374324115765;284,06107156181554;0,1;0;1,2170768050195775;0;0;13,238892258940469;0,01;5,225009136366482;0;32,320768064778704;0;0;0;0;0;0;0;37,808104799059095;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7138;4.22:58:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;57,71641561301582;5,458727689441228;0;0;0;0;14,481138818160053;11,151767108479994;385,9821326269989;285,2429543388744;0,1;0;1,219725118158864;0;0;13,242857855750184;0,01;5,23471190024188;0;32,473565344981935;0;0;0;0;0;0;0;37,87676593247505;0;83,48559;-9,67657360655738;2,80659213114754;-4,01139;
7139;4.22:59:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;58,21714679305503;5,462605539405327;0;0;0;0;14,494936971106688;11,159956861078665;386,8054043344325;285,2882603871903;0,1;0;1,2198314653625488;0;0;13,251681695742686;0,01;5,235078014033201;0;33,020234193455316;0;0;0;0;0;0;0;37,92926311271716;0;83,48559;-9,53281360655738;2,80659213114754;-4,01139;
7140;4.23:00:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;59,86429074279686;5,466388129049333;0;0;0;0;14,502596810240757;11,163250170754464;387,38510397390917;286,4433051424548;0,1;0;1,2198519297639925;0;0;13,281894378153735;0,01;5,2540928891434175;0;33,06049332963217;0;0;0;0;0;0;0;38,05103544982181;0;83,48559;-9,53281360655738;2,80659213114754;-4,01139;
7141;4.23:01:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;60,15081877129496;5,466515237841494;0;0;0;0;14,504421486875527;11,188395418981397;388,8995762626325;286,6334024667728;0,1;0;1,2199058922030435;0;0;13,285421718423542;0,01;5,258942667790654;0;33,40172864409484;0;0;0;0;0;0;0;38,14948914506575;0;83,48559;-9,53281360655738;2,80659213114754;-4,01139;
7142;4.23:02:00;32,86841051788634;32,86841051788634;32,86841051788634;3,286841051788634;65,73682103577268;0;60,25607575172533;5,467048236007218;0;0;0;0;14,541437763380507;11,192854301532503;394,0230037215891;288,3106698320983;0,1;0;1,2201625850582827;0;0;13,290642934083541;0,01;5,260696865725728;0;33,95506587781743;0;0;0;0;0;0;0;38,47682458862381;0;83,48559;-9,53281360655738;2,80659213114754;-4,01139;
