"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20230929:1210,666.92,883.15,43.0,25.27,2.14,0.0
20230929:1310,608.29,793.6,36.79,25.15,2.34,0.0
20230929:1410,454.66,584.33,28.24,24.82,2.28,0.0
20230929:1510,268.85,353.41,18.26,24.29,2.41,0.0
20230929:1610,60.3,103.42,7.49,23.26,2.0,0.0
20230929:1710,0.0,0.0,0.0,21.88,1.31,0.0
20230929:1810,0.0,0.0,0.0,20.76,0.55,0.0
20230929:1910,0.0,0.0,0.0,19.75,0.9,0.0
20230929:2010,0.0,0.0,0.0,18.82,1.17,0.0
20230929:2110,0.0,0.0,0.0,18.25,1.17,0.0
20230929:2210,0.0,0.0,0.0,17.76,1.17,0.0
20230929:2310,0.0,0.0,0.0,17.38,1.24,0.0
20230930:0010,0.0,0.0,0.0,16.91,1.45,0.0
20230930:0110,0.0,0.0,0.0,16.54,1.52,0.0
20230930:0210,0.0,0.0,0.0,16.1,1.52,0.0
20230930:0310,0.0,0.0,0.0,15.84,1.52,0.0
20230930:0410,0.0,0.0,0.0,15.49,1.66,0.0
20230930:0510,0.0,0.0,0.0,15.12,1.72,0.0
20230930:0610,143.03,200.3,11.37,15.4,1.45,0.0
20230930:0710,351.15,443.21,21.88,17.93,1.1,0.0
20230930:0810,518.81,671.64,31.38,21.11,0.62,0.0
20230930:0910,634.89,851.43,39.14,22.94,0.48,0.0
20230930:1010,700.0,949.66,44.14,24.23,0.97,0.0
20230930:1110,718.54,975.66,45.4,25.03,1.31,0.0
20230930:1210,658.82,879.24,42.61,25.42,1.66,0.0
20230930:1310,362.96,468.22,36.42,25.38,2.07,0.0
20230930:1410,443.3,569.88,27.89,24.98,2.28,0.0
20230930:1510,262.0,344.64,17.92,24.18,2.41,0.0
20230930:1610,55.03,95.41,7.16,23.09,1.93,0.0
20230930:1710,0.0,0.0,0.0,21.65,1.1,0.0
20230930:1810,0.0,0.0,0.0,21.0,0.41,0.0
20230930:1910,0.0,0.0,0.0,20.57,0.14,0.0
20230930:2010,0.0,0.0,0.0,19.22,0.62,0.0
20230930:2110,0.0,0.0,0.0,18.93,0.83,0.0
20230930:2210,0.0,0.0,0.0,17.93,1.03,0.0
20230930:2310,0.0,0.0,0.0,17.16,1.17,0.0
20231001:0010,0.0,0.0,0.0,16.52,1.24,0.0
20231001:0110,0.0,0.0,0.0,15.82,1.31,0.0
20231001:0210,0.0,0.0,0.0,15.33,1.45,0.0
20231001:0310,0.0,0.0,0.0,15.0,1.52,0.0
20231001:0410,0.0,0.0,0.0,14.83,1.66,0.0
20231001:0510,0.0,0.0,0.0,14.48,1.66,0.0
20231001:0610,145.04,203.02,11.16,14.91,1.38,0.0
20231001:0710,349.33,442.22,21.65,18.43,1.03,0.0
20231001:0810,514.99,668.39,31.12,21.74,0.62,0.0
20231001:0910,628.68,846.76,38.82,23.66,0.41,0.0
20231001:1010,699.92,950.96,43.78,24.84,1.03,0.0
20231001:1110,720.59,976.77,45.01,25.53,1.52,0.0
20231001:1210,683.83,913.58,42.21,25.87,1.93,0.0
20231001:1310,606.05,795.38,36.04,25.87,2.14,0.0
20231001:1410,458.83,589.39,27.53,25.47,2.69,0.0
20231001:1510,261.93,344.5,17.59,24.45,2.9,0.0
20231001:1610,53.85,94.48,6.84,23.17,2.14,0.0
20231001:1710,0.0,0.0,0.0,21.76,1.38,0.0
20231001:1810,0.0,0.0,0.0,20.49,0.69,0.0
20231001:1910,0.0,0.0,0.0,20.01,0.55,0.0
20231001:2010,0.0,0.0,0.0,19.81,0.69,0.0
20231001:2110,0.0,0.0,0.0,18.46,1.03,0.0
20231001:2210,0.0,0.0,0.0,17.21,1.24,0.0
20231001:2310,0.0,0.0,0.0,16.22,1.45,0.0
20231002:0010,0.0,0.0,0.0,15.67,1.52,0.0
20231002:0110,0.0,0.0,0.0,15.38,1.59,0.0
20231002:0210,0.0,0.0,0.0,15.19,1.59,0.0
20231002:0310,0.0,0.0,0.0,14.82,1.66,0.0
20231002:0410,0.0,0.0,0.0,14.53,1.66,0.0
20231002:0510,0.0,0.0,0.0,14.28,1.72,0.0
20231002:0610,142.23,198.83,10.95,14.68,1.52,0.0
20231002:0710,352.31,446.06,21.42,18.46,1.03,0.0
20231002:0810,520.6,674.66,30.85,22.0,0.83,0.0
20231002:0910,641.0,854.84,38.51,23.81,0.97,0.0
20231002:1010,701.09,951.72,43.41,24.93,1.1,0.0
20231002:1110,707.95,962.77,44.61,25.7,1.31,0.0
20231002:1210,665.21,891.76,41.82,26.11,1.66,0.0
20231002:1310,604.29,794.83,35.66,26.14,2.07,0.0
20231002:1410,452.16,582.7,27.18,25.68,2.41,0.0
20231002:1510,266.55,351.53,17.25,24.62,2.55,0.0
20231002:1610,50.21,89.67,6.51,23.29,2.07,0.0
20231002:1710,0.0,0.0,0.0,21.89,1.31,0.0
20231002:1810,0.0,0.0,0.0,20.64,0.62,0.0
20231002:1910,0.0,0.0,0.0,20.11,0.76,0.0
20231002:2010,0.0,0.0,0.0,19.22,1.03,0.0
20231002:2110,0.0,0.0,0.0,18.31,1.31,0.0
20231002:2210,0.0,0.0,0.0,17.62,1.45,0.0
20231002:2310,0.0,0.0,0.0,17.01,1.52,0.0
20231003:0010,0.0,0.0,0.0,16.42,1.45,0.0
20231003:0110,0.0,0.0,0.0,15.83,1.38,0.0
20231003:0210,0.0,0.0,0.0,15.36,1.38,0.0
20231003:0310,0.0,0.0,0.0,15.07,1.45,0.0
20231003:0410,0.0,0.0,0.0,14.84,1.52,0.0
20231003:0510,0.0,0.0,0.0,14.57,1.52,0.0
20231003:0610,140.95,197.48,10.74,14.88,1.31,0.0
20231003:0710,357.35,454.79,21.18,18.94,0.76,0.0
20231003:0810,521.39,682.58,30.58,22.71,0.48,0.0
20231003:0910,634.32,857.26,38.19,24.65,0.55,0.0
20231003:1010,699.65,954.23,43.05,26.06,1.17,0.0
20231003:1110,712.55,965.24,44.22,26.9,1.86,0.0
20231003:1210,665.73,886.27,41.43,27.14,2.41,0.0
20231003:1310,603.47,789.65,35.29,26.87,2.76,0.0
20231003:1410,444.92,572.81,26.82,26.11,2.76,0.0
20231003:1510,257.86,341.17,16.92,24.95,2.48,0.0
20231003:1610,44.26,80.51,6.19,23.6,1.93,0.0
20231003:1710,0.0,0.0,0.0,21.96,1.38,0.0
20231003:1810,0.0,0.0,0.0,20.55,0.83,0.0
20231003:1910,0.0,0.0,0.0,20.72,0.34,0.0
20231003:2010,0.0,0.0,0.0,20.15,0.34,0.0
20231003:2110,0.0,0.0,0.0,19.59,0.55,0.0
20231003:2210,0.0,0.0,0.0,19.03,0.69,0.0
20231003:2310,0.0,0.0,0.0,18.32,0.76,0.0
20231004:0010,0.0,0.0,0.0,17.66,0.83,0.0
20231004:0110,0.0,0.0,0.0,16.82,1.03,0.0
20231004:0210,0.0,0.0,0.0,15.68,1.31,0.0
20231004:0310,0.0,0.0,0.0,14.87,1.52,0.0
20231004:0410,0.0,0.0,0.0,14.49,1.59,0.0
20231004:0510,0.0,0.0,0.0,14.17,1.66,0.0
20231004:0610,140.27,196.09,10.53,14.34,1.38,0.0
20231004:0710,355.99,451.19,20.95,17.97,0.69,0.0
20231004:0810,515.34,672.62,30.31,21.33,0.21,0.0
20231004:0910,639.69,853.37,37.87,23.09,0.76,0.0
20231004:1010,699.73,942.94,42.69,24.28,1.24,0.0
20231004:1110,713.13,958.63,43.83,25.1,1.72,0.0
20231004:1210,660.07,874.74,41.03,25.51,2.07,0.0
20231004:1310,600.87,783.18,34.91,25.43,2.41,0.0
20231004:1410,453.6,581.64,26.47,24.91,2.55,0.0
20231004:1510,260.38,343.47,16.59,23.97,2.28,0.0
20231004:1610,52.31,94.94,5.87,22.83,1.86,0.0
20231004:1710,0.0,0.0,0.0,21.52,1.31,0.0
20231004:1810,0.0,0.0,0.0,20.32,0.83,0.0
20231004:1910,0.0,0.0,0.0,20.28,0.34,0.0
20231004:2010,0.0,0.0,0.0,19.8,0.21,0.0
20231004:2110,0.0,0.0,0.0,19.35,0.14,0.0
20231004:2210,0.0,0.0,0.0,18.92,0.21,0.0
20231004:2310,0.0,0.0,0.0,17.69,0.76,0.0
20231005:0010,0.0,0.0,0.0,17.34,0.97,0.0
20231005:0110,0.0,0.0,0.0,16.37,1.24,0.0
20231005:0210,0.0,0.0,0.0,16.45,1.31,0.0
20231005:0310,0.0,0.0,0.0,16.63,1.24,0.0
20231005:0410,0.0,0.0,0.0,16.52,1.24,0.0
20231005:0510,0.0,0.0,0.0,16.26,1.24,0.0
20231005:0610,116.52,166.21,10.31,16.43,1.03,0.0
20231005:0710,337.35,431.6,20.71,19.24,0.34,0.0
20231005:0810,431.18,554.81,30.03,20.66,0.21,0.0
20231005:0910,532.5,695.57,37.56,22.32,0.69,0.0
20231005:1010,607.23,797.68,42.33,23.16,1.38,0.0
20231005:1110,663.3,872.43,43.44,23.63,2.0,0.0
20231005:1210,655.67,855.15,40.64,23.75,2.41,0.0
20231005:1310,532.32,684.42,34.54,24.03,2.34,0.0
20231005:1410,369.52,470.75,26.12,23.78,2.48,0.0
20231005:1510,232.9,307.12,16.26,23.11,2.28,0.0
20231005:1610,35.48,67.88,5.56,22.18,1.93,0.0
20231005:1710,0.0,0.0,0.0,20.94,1.24,0.0
20231005:1810,0.0,0.0,0.0,19.69,0.76,0.0
20231005:1910,0.0,0.0,0.0,20.25,0.41,0.0
20231005:2010,0.0,0.0,0.0,19.75,0.48,0.0
20231005:2110,0.0,0.0,0.0,19.37,0.62,0.0
20231005:2210,0.0,0.0,0.0,18.44,0.83,0.0
20231005:2310,0.0,0.0,0.0,17.34,0.97,0.0
20231006:0010,0.0,0.0,0.0,16.42,1.17,0.0
20231006:0110,0.0,0.0,0.0,15.68,1.38,0.0
20231006:0210,0.0,0.0,0.0,15.42,1.45,0.0
20231006:0310,0.0,0.0,0.0,15.07,1.38,0.0
20231006:0410,0.0,0.0,0.0,14.77,1.38,0.0
20231006:0510,0.0,0.0,0.0,14.5,1.38,0.0
20231006:0610,109.91,156.17,10.1,14.83,1.24,0.0
20231006:0710,315.23,398.0,20.47,17.64,0.9,0.0
20231006:0810,509.7,657.6,29.76,20.32,0.48,0.0
20231006:0910,624.81,841.2,37.24,22.12,0.07,0.0
20231006:1010,691.69,935.39,41.97,23.48,0.83,0.0
20231006:1110,707.11,952.36,43.05,24.38,1.38,0.0
20231006:1210,629.01,831.36,40.25,24.87,1.72,0.0
20231006:1310,584.06,761.69,34.17,24.9,2.0,0.0
20231006:1410,438.1,562.27,25.78,24.49,2.14,0.0
20231006:1510,246.68,325.34,15.93,23.57,2.48,0.0
20231006:1610,32.86,64.48,5.24,22.41,2.14,0.0
20231006:1710,0.0,0.0,0.0,21.21,1.52,0.0
20231006:1810,0.0,0.0,0.0,20.36,0.9,0.0
20231006:1910,0.0,0.0,0.0,20.79,0.41,0.0
20231006:2010,0.0,0.0,0.0,20.68,0.28,0.0
20231006:2110,0.0,0.0,0.0,20.26,0.41,0.0
20231006:2210,0.0,0.0,0.0,19.86,0.55,0.0
20231006:2310,0.0,0.0,0.0,18.9,0.76,0.0
20231007:0010,0.0,0.0,0.0,17.82,1.03,0.0
20231007:0110,0.0,0.0,0.0,16.68,1.24,0.0
20231007:0210,0.0,0.0,0.0,16.18,1.31,0.0
20231007:0310,0.0,0.0,0.0,15.83,1.38,0.0
20231007:0410,0.0,0.0,0.0,15.55,1.45,0.0
20231007:0510,0.0,0.0,0.0,15.44,1.45,0.0
20231007:0610,121.36,172.25,9.88,15.67,1.31,0.0
20231007:0710,340.21,431.56,20.23,18.81,0.97,0.0
20231007:0810,508.92,658.82,29.48,21.51,0.62,0.0
20231007:0910,626.89,829.24,36.92,22.92,0.97,0.0
20231007:1010,692.86,923.66,41.61,24.02,1.59,0.0
20231007:1110,546.68,711.46,42.67,24.59,2.0,0.0
20231007:1210,542.95,702.63,39.87,24.63,2.34,0.0
20231007:1310,529.99,682.81,33.8,24.51,2.34,0.0
20231007:1410,386.92,495.3,25.43,24.51,2.28,0.0
20231007:1510,242.73,321.37,15.6,23.89,2.28,0.0
20231007:1610,28.34,57.39,4.93,22.85,1.93,0.0
20231007:1710,0.0,0.0,0.0,21.49,1.45,0.0
20231007:1810,0.0,0.0,0.0,20.36,0.83,0.0
20231007:1910,0.0,0.0,0.0,20.31,0.07,0.0
20231007:2010,0.0,0.0,0.0,19.92,0.41,0.0
20231007:2110,0.0,0.0,0.0,19.24,0.62,0.0
20231007:2210,0.0,0.0,0.0,18.11,0.83,0.0
20231007:2310,0.0,0.0,0.0,16.95,1.1,0.0
20231008:0010,0.0,0.0,0.0,15.94,1.31,0.0
20231008:0110,0.0,0.0,0.0,15.55,1.45,0.0
20231008:0210,0.0,0.0,0.0,15.16,1.45,0.0
20231008:0310,0.0,0.0,0.0,14.92,1.59,0.0
20231008:0410,0.0,0.0,0.0,14.58,1.59,0.0
20231008:0510,0.0,0.0,0.0,14.2,1.59,0.0
20231008:0610,133.02,186.83,9.67,14.24,1.45,0.0
20231008:0710,351.76,444.02,19.99,17.62,0.9,0.0
20231008:0810,518.53,670.71,29.21,21.09,0.62,0.0
20231008:0910,628.87,844.04,36.6,23.1,0.41,0.0
20231008:1010,695.13,946.69,41.24,24.59,0.83,0.0
20231008:1110,708.02,962.47,42.28,25.73,1.31,0.0
20231008:1210,664.15,888.95,39.48,26.43,1.79,0.0
20231008:1310,579.71,761.43,33.43,26.72,2.14,0.0
20231008:1410,441.07,570.13,25.09,26.6,2.55,0.0
20231008:1510,246.55,328.91,15.28,25.8,2.69,0.0
20231008:1610,28.12,58.51,4.62,24.33,2.14,0.0
20231008:1710,0.0,0.0,0.0,22.61,1.38,0.0
20231008:1810,0.0,0.0,0.0,21.45,0.83,0.0
20231008:1910,0.0,0.0,0.0,21.17,0.69,0.0
20231008:2010,0.0,0.0,0.0,21.58,0.48,0.0
20231008:2110,0.0,0.0,0.0,20.66,0.76,0.0
20231008:2210,0.0,0.0,0.0,18.79,1.03,0.0
20231008:2310,0.0,0.0,0.0,17.37,1.31,0.0
20231009:0010,0.0,0.0,0.0,16.39,1.59,0.0
20231009:0110,0.0,0.0,0.0,15.92,1.66,0.0
20231009:0210,0.0,0.0,0.0,15.67,1.72,0.0
20231009:0310,0.0,0.0,0.0,15.34,1.79,0.0
20231009:0410,0.0,0.0,0.0,15.06,1.79,0.0
20231009:0510,0.0,0.0,0.0,14.85,1.79,0.0
20231009:0610,121.28,171.88,9.45,15.1,1.66,0.0
20231009:0710,338.0,426.59,19.75,18.15,1.17,0.0
20231009:0810,505.92,658.09,28.93,23.37,0.9,0.0
20231009:0910,620.5,830.49,36.28,26.21,1.24,0.0
20231009:1010,683.45,923.87,40.88,27.71,1.86,0.0
20231009:1110,706.14,953.91,41.9,28.54,2.41,0.0
20231009:1210,664.63,887.91,39.1,28.89,2.76,0.0
20231009:1310,574.23,753.91,33.07,28.82,3.03,0.0
20231009:1410,425.21,551.46,24.74,28.26,3.1,0.0
20231009:1510,229.52,309.01,14.96,27.15,2.76,0.0
20231009:1610,23.34,50.79,4.31,25.43,2.0,0.0
20231009:1710,0.0,0.0,0.0,23.47,1.52,0.0
20231009:1810,0.0,0.0,0.0,21.97,1.1,0.0
20231009:1910,0.0,0.0,0.0,21.52,0.83,0.0
20231009:2010,0.0,0.0,0.0,20.55,0.76,0.0
20231009:2110,0.0,0.0,0.0,20.25,0.69,0.0
20231009:2210,0.0,0.0,0.0,19.81,0.76,0.0
20231009:2310,0.0,0.0,0.0,18.51,1.03,0.0
20231010:0010,0.0,0.0,0.0,17.17,1.38,0.0
20231010:0110,0.0,0.0,0.0,16.39,1.59,0.0
20231010:0210,0.0,0.0,0.0,15.81,1.66,0.0
20231010:0310,0.0,0.0,0.0,15.3,1.72,0.0
20231010:0410,0.0,0.0,0.0,14.97,1.72,0.0
20231010:0510,0.0,0.0,0.0,14.75,1.79,0.0
20231010:0610,123.76,175.04,9.23,14.8,1.66,0.0
20231010:0710,349.62,441.71,19.51,17.81,0.9,0.0
20231010:0810,511.35,663.51,28.65,22.53,0.83,0.0
20231010:0910,626.95,834.79,35.96,24.83,1.17,0.0
20231010:1010,696.02,937.25,40.52,26.38,1.79,0.0
20231010:1110,717.7,965.98,41.51,27.33,2.34,0.0
20231010:1210,676.23,898.57,38.72,27.79,2.83,0.0
20231010:1310,574.78,750.11,32.71,27.79,3.1,0.0
20231010:1410,432.79,558.72,24.41,27.38,3.17,0.0
20231010:1510,232.43,311.79,14.64,26.44,2.9,0.0
20231010:1610,21.41,47.82,4.0,24.88,2.34,0.0
20231010:1710,0.0,0.0,0.0,23.01,1.79,0.0
20231010:1810,0.0,0.0,0.0,21.42,1.38,0.0
20231010:1910,0.0,0.0,0.0,21.09,1.03,0.0
20231010:2010,0.0,0.0,0.0,20.45,0.9,0.0
20231010:2110,0.0,0.0,0.0,19.21,1.03,0.0
20231010:2210,0.0,0.0,0.0,17.98,1.24,0.0
20231010:2310,0.0,0.0,0.0,17.02,1.31,0.0
20231011:0010,0.0,0.0,0.0,16.06,1.45,0.0
20231011:0110,0.0,0.0,0.0,15.45,1.59,0.0
20231011:0210,0.0,0.0,0.0,14.91,1.66,0.0
20231011:0310,0.0,0.0,0.0,14.44,1.66,0.0
20231011:0410,0.0,0.0,0.0,14.05,1.66,0.0
20231011:0510,0.0,0.0,0.0,13.84,1.66,0.0
20231011:0610,122.61,172.98,9.01,13.89,1.52,0.0
20231011:0710,339.16,427.26,19.26,17.11,0.83,0.0
20231011:0810,508.46,660.32,28.37,21.64,0.48,0.0
20231011:0910,619.76,825.67,35.64,23.6,0.76,0.0
20231011:1010,687.32,926.7,40.16,24.88,1.24,0.0
20231011:1110,708.29,955.74,41.13,25.78,1.66,0.0
20231011:1210,676.23,902.66,38.34,26.3,2.0,0.0
20231011:1310,574.95,752.32,32.35,26.49,2.28,0.0
20231011:1410,429.38,554.13,24.07,26.26,2.48,0.0
20231011:1510,231.64,310.22,14.32,25.48,2.41,0.0
20231011:1610,17.25,40.83,3.7,24.19,1.79,0.0
20231011:1710,0.0,0.0,0.0,22.37,1.24,0.0
20231011:1810,0.0,0.0,0.0,21.45,0.55,0.0
20231011:1910,0.0,0.0,0.0,20.97,0.21,0.0
20231011:2010,0.0,0.0,0.0,20.46,0.48,0.0
20231011:2110,0.0,0.0,0.0,19.75,0.69,0.0
20231011:2210,0.0,0.0,0.0,18.48,0.9,0.0
20231011:2310,0.0,0.0,0.0,17.51,1.1,0.0
20231012:0010,0.0,0.0,0.0,16.81,1.17,0.0
20231012:0110,0.0,0.0,0.0,16.14,1.31,0.0
20231012:0210,0.0,0.0,0.0,15.59,1.31,0.0
20231012:0310,0.0,0.0,0.0,14.95,1.45,0.0
20231012:0410,0.0,0.0,0.0,14.55,1.52,0.0
20231012:0510,0.0,0.0,0.0,14.18,1.59,0.0
20231012:0610,125.68,177.49,8.79,14.16,1.45,0.0
20231012:0710,341.0,430.44,19.02,17.38,0.76,0.0
20231012:0810,509.93,660.82,28.09,21.2,0.48,0.0
20231012:0910,627.09,832.93,35.32,23.1,0.83,0.0
20231012:1010,693.84,934.22,39.8,24.43,1.24,0.0
20231012:1110,705.77,948.41,40.75,25.37,1.72,0.0
20231012:1210,678.07,902.17,37.96,25.88,2.07,0.0
20231012:1310,575.59,751.52,31.99,26.07,2.28,0.0
20231012:1410,432.7,557.3,23.73,25.81,2.48,0.0
20231012:1510,235.07,313.95,14.0,24.96,2.55,0.0
20231012:1610,15.81,38.32,3.4,23.61,2.07,0.0
20231012:1710,0.0,0.0,0.0,21.97,1.52,0.0
20231012:1810,0.0,0.0,0.0,20.77,0.9,0.0
20231012:1910,0.0,0.0,0.0,20.56,0.28,0.0
20231012:2010,0.0,0.0,0.0,20.06,0.28,0.0
20231012:2110,0.0,0.0,0.0,19.55,0.69,0.0
20231012:2210,0.0,0.0,0.0,18.11,0.9,0.0
20231012:2310,0.0,0.0,0.0,17.04,1.03,0.0
20231013:0010,0.0,0.0,0.0,16.19,1.17,0.0
20231013:0110,0.0,0.0,0.0,15.55,1.24,0.0
20231013:0210,0.0,0.0,0.0,14.71,1.38,0.0
20231013:0310,0.0,0.0,0.0,14.3,1.45,0.0
20231013:0410,0.0,0.0,0.0,13.94,1.52,0.0
20231013:0510,0.0,0.0,0.0,13.71,1.52,0.0
20231013:0610,103.05,147.37,8.57,13.81,1.45,0.0
20231013:0710,324.47,409.59,18.77,17.25,0.69,0.0
20231013:0810,510.71,659.63,27.81,20.32,0.41,0.0
20231013:0910,617.48,823.6,35.0,22.14,0.34,0.0
20231013:1010,671.88,902.04,39.45,23.57,0.97,0.0
20231013:1110,701.92,944.9,40.37,24.57,1.38,0.0
20231013:1210,692.1,924.87,37.58,25.11,1.72,0.0
20231013:1310,564.89,735.68,31.63,25.32,2.07,0.0
20231013:1410,305.13,392.38,23.4,24.9,2.34,0.0
20231013:1510,220.46,294.08,13.69,23.89,2.34,0.0
20231013:1610,9.77,26.86,3.1,22.59,1.93,0.0
20231013:1710,0.0,0.0,0.0,21.17,1.45,0.0
20231013:1810,0.0,0.0,0.0,19.95,0.9,0.0
20231013:1910,0.0,0.0,0.0,19.89,0.07,0.0
20231013:2010,0.0,0.0,0.0,19.45,0.48,0.0
20231013:2110,0.0,0.0,0.0,18.58,0.76,0.0
20231013:2210,0.0,0.0,0.0,17.87,0.83,0.0
20231013:2310,0.0,0.0,0.0,17.09,0.9,0.0
20231014:0010,0.0,0.0,0.0,16.38,0.97,0.0
20231014:0110,0.0,0.0,0.0,15.37,1.17,0.0
20231014:0210,0.0,0.0,0.0,14.95,1.38,0.0
20231014:0310,0.0,0.0,0.0,14.9,1.45,0.0
20231014:0410,0.0,0.0,0.0,15.56,1.38,0.0
20231014:0510,0.0,0.0,0.0,15.74,1.59,0.0
20231014:0610,112.67,161.45,8.34,15.47,1.59,0.0
20231014:0710,337.28,425.01,18.52,17.81,1.17,0.0
20231014:0810,512.39,651.16,27.53,20.87,1.66,0.0
20231014:0910,632.25,815.76,34.68,22.55,2.34,0.0
20231014:1010,700.98,914.95,39.09,23.63,2.76,0.0
20231014:1110,674.39,875.16,40.0,24.25,3.24,0.0
20231014:1210,655.46,845.81,37.21,24.34,3.45,0.0
20231014:1310,484.22,614.25,31.28,24.15,3.45,0.0
20231014:1410,295.78,376.53,23.07,23.74,3.45,0.0
20231014:1510,70.39,104.35,13.38,23.01,3.17,0.0
20231014:1610,6.77,21.28,2.8,22.06,2.41,0.0
20231014:1710,0.0,0.0,0.0,21.4,2.07,0.0
20231014:1810,0.0,0.0,0.0,20.89,2.07,0.0
20231014:1910,0.0,0.0,0.0,19.87,1.79,0.0
20231014:2010,0.0,0.0,0.0,19.45,1.93,0.0
20231014:2110,0.0,0.0,0.0,18.95,1.93,0.0
20231014:2210,0.0,0.0,0.0,18.58,1.86,0.0
20231014:2310,0.0,0.0,0.0,18.47,1.93,0.0
20231015:0010,0.0,0.0,0.0,18.4,2.0,0.0
20231015:0110,0.0,0.0,0.0,18.12,1.93,0.0
20231015:0210,0.0,0.0,0.0,18.05,1.72,0.0
20231015:0310,0.0,0.0,0.0,18.09,1.79,0.0
20231015:0410,0.0,0.0,0.0,18.23,1.93,0.0
20231015:0510,0.0,0.0,0.0,18.43,2.0,0.0
20231015:0610,52.34,82.97,8.12,18.62,1.86,0.0
20231015:0710,257.28,326.37,18.28,19.0,1.86,0.0
20231015:0810,409.24,510.37,27.25,19.08,2.0,0.0
20231015:0910,572.63,717.96,34.36,19.62,2.9,0.0
20231015:1010,472.14,593.91,38.73,21.64,3.17,0.0
20231015:1110,550.1,696.47,39.62,22.16,3.31,0.0
20231015:1210,377.35,476.72,36.84,22.92,3.31,0.0
20231015:1310,374.87,472.43,30.93,23.06,3.45,0.0
20231015:1410,217.29,279.99,22.74,22.69,3.31,0.0
20231015:1510,86.42,124.09,13.08,22.16,3.03,0.0
20231015:1610,3.79,15.17,2.51,21.38,2.21,0.0
20231015:1710,0.0,0.0,0.0,20.25,1.31,0.0
20231015:1810,0.0,0.0,0.0,19.16,0.9,0.0
20231015:1910,0.0,0.0,0.0,18.88,1.31,0.0
20231015:2010,0.0,0.0,0.0,18.24,1.31,0.0
20231015:2110,0.0,0.0,0.0,17.69,1.31,0.0
20231015:2210,0.0,0.0,0.0,17.34,1.38,0.0
20231015:2310,0.0,0.0,0.0,17.46,1.52,0.0
20231016:0010,0.0,0.0,0.0,17.0,1.66,0.0
20231016:0110,0.0,0.0,0.0,16.61,1.72,0.0
20231016:0210,0.0,0.0,0.0,16.31,1.59,0.0
20231016:0310,0.0,0.0,0.0,15.77,1.52,0.0
20231016:0410,0.0,0.0,0.0,15.35,1.59,0.0
20231016:0510,0.0,0.0,0.0,14.92,1.66,0.0
20231016:0610,53.25,83.06,7.89,15.14,1.59,0.0
20231016:0710,114.91,154.9,18.03,17.55,1.52,0.0
20231016:0810,170.56,221.97,26.97,19.37,1.86,0.0
20231016:0910,249.92,317.81,34.04,20.16,2.14,0.0
20231016:1010,140.26,187.14,38.38,20.17,2.14,0.0
20231016:1110,97.36,135.36,39.25,19.79,2.07,0.0
20231016:1210,32.84,55.63,36.47,19.62,1.66,0.0
20231016:1310,45.89,72.31,30.58,19.58,1.31,0.0
20231016:1410,32.13,54.7,22.42,19.53,1.24,0.0
20231016:1510,91.05,128.42,12.78,18.77,1.31,0.0
20231016:1610,1.02,8.34,2.22,18.48,1.31,0.0
20231016:1710,0.0,0.0,0.0,18.01,1.1,0.0
20231016:1810,0.0,0.0,0.0,17.68,1.03,0.0
20231016:1910,0.0,0.0,0.0,17.57,1.45,0.0
20231016:2010,0.0,0.0,0.0,17.3,1.31,0.0
20231016:2110,0.0,0.0,0.0,16.92,1.1,0.0
20231016:2210,0.0,0.0,0.0,16.6,0.9,0.0
20231016:2310,0.0,0.0,0.0,15.94,0.9,0.0
20231017:0010,0.0,0.0,0.0,15.85,1.17,0.0
20231017:0110,0.0,0.0,0.0,15.46,1.52,0.0
20231017:0210,0.0,0.0,0.0,15.49,1.52,0.0
20231017:0310,0.0,0.0,0.0,15.06,1.52,0.0
20231017:0410,0.0,0.0,0.0,14.86,1.45,0.0
20231017:0510,0.0,0.0,0.0,14.48,1.38,0.0
20231017:0610,75.04,111.69,7.67,14.12,1.24,0.0
20231017:0710,134.81,176.88,17.78,15.34,1.31,0.0
20231017:0810,485.9,608.79,26.69,17.28,1.1,0.0
20231017:0910,625.82,813.78,33.72,18.97,0.69,0.0
20231017:1010,681.58,913.57,38.02,20.31,0.34,0.0
20231017:1110,695.4,926.84,38.88,21.29,0.9,0.0
20231017:1210,670.73,877.73,36.11,21.76,1.59,0.0
20231017:1310,550.11,701.82,30.24,21.72,2.0,0.0
20231017:1410,401.96,506.67,22.1,21.48,2.34,0.0
20231017:1510,211.25,278.82,12.48,20.64,2.55,0.0
20231017:1610,0.26,6.49,1.94,19.63,1.93,0.0
20231017:1710,0.0,0.0,0.0,18.64,1.24,0.0
20231017:1810,0.0,0.0,0.0,17.76,0.97,0.0
20231017:1910,0.0,0.0,0.0,17.44,1.45,0.0
20231017:2010,0.0,0.0,0.0,17.29,1.17,0.0
20231017:2110,0.0,0.0,0.0,17.16,0.97,0.0
20231017:2210,0.0,0.0,0.0,17.09,1.03,0.0
20231017:2310,0.0,0.0,0.0,16.84,1.1,0.0
20231018:0010,0.0,0.0,0.0,16.56,1.1,0.0
20231018:0110,0.0,0.0,0.0,16.49,1.1,0.0
