Apparent.Time;Time span;Kitchen Light (100W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (60W) [VA];Children Room Light (200W) [VA];Children Room Light Device (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Coffee Machine / Braun Impression KF 600 [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Laptop / ACER BT.00603.043 Replacement laptop battery [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Fancy Ceiling Lights with at least 3 Bulbs [VA];CD/DVD Player / Phillips HDR3810/31 [VA];Panasonic TX-P58V10E [VA];SAT Receiver / Kathrein UFS913 [VA];Miele H 5241 B [VA];Handmixer / Phillips Robust HR 1581 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [VA];Microwave / Panasonic NN-V 359 W Inverter [VA];Extractor Hood / Miele DA 429-4 [VA];Miele DA 61 [VA];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [VA];Ricecooker / Tristar RK-6112 [VA];Steam Cooker / Phillips HD9140 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Braun Multiquick 3 MR 300 Soup [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Fondue / Unold 48746 Asia [VA];Dishwashers / Bosch SGI 4662 Silence Comfort [VA];Dryer / Miele T 8626 WP [VA];Washing Machine Samsung P1405J [VA];Home Cinema System / Samsung HT-D5550 [VA];Hifi System / Sharp XL-HF300PH [VA];AEG NM 2701 Premium [VA];Hair Dryer Babyliss 2000 [VA];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [VA];TV Medion MD20123_DE_A [VA];Microsoft Xbox 360 [VA];TV / Phillips Goya 9770 VT [VA];Liebherr CBP 4056-20A [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Yamaha RX-V667 [VA];Liebherr GP 2756-20A [VA];
5838;4.01:18:00;0;21,05263157894737;0;0;0;0;0;0;0;1,5993012473289223;0;0;0;0;12,018558644651643;9,765759357271383;0,27714559856016774;2,929099482275827;0;0;70,2741625452501;0;0;25,111692102657173;389,818294219869;19,882111397087144;0;0;0;25,216073482140178;0;0;0;0;0;0;0;0;0;0;0;0;2,495126815650335;3,4384089699152485;0;0;0;0,5700000000000001;4,18862824873998;3,414065342058962;107,83467213512425;11,7746327868852;2,96393360655738;2,2912452981199367;4,45390245901639;13,719144022333758;80,98911677321438;
5839;4.01:19:00;0;21,05263157894737;0;0;0;0;0;0;0;1,5994169051820366;0;0;0;0;12,018590998810437;9,765775331169;0,2771632981503562;2,929520024701145;0;0;70,27953108087704;0;0;25,11959833388952;389,82479146135887;19,88227578958848;0;0;0;25,21639677704775;0;0;0;0;0;0;0;0;0;0;0;0;2,4953676521465806;3,438620777818315;0;0;0;0,5700000000000001;4,189047873192292;3,4278954864603017;107,96696681920831;11,7746327868852;2,96393360655738;2,291301897794859;4,45390245901639;13,7192084459075;81,05365574041636;
5840;4.01:20:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6000227827276206;0;0;0;0;12,019383658387524;9,767238214888307;0,27717089840220366;2,929727500925584;0;0;70,28290655906915;0;0;25,12271503095315;389,8836351002863;19,883832875667967;0;0;0;25,217286112853856;0;0;0;0;0;0;0;0;0;0;0;0;2,4954070150085106;3,4386721151718445;0;0;0;0,5700000000000001;4,18921652154662;3,446700035853391;108,00634139749623;11,7746327868852;2,96393360655738;2,29133402213479;4,45390245901639;13,72047028128155;81,10964330703105;
5841;4.01:21:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6001205638803684;0;0;0;0;12,020064312415311;9,770630536476942;0,27717403443464217;2,929754170625524;0;0;70,28870640145757;0;0;25,135082332380346;389,93082924549475;19,886628886653597;0;0;0;25,217585831799177;0;0;0;0;0;0;0;0;0;0;0;0;2,495768529043281;3,4391075137461544;0;0;0;0,5700000000000001;4,1893891659091445;3,4561447451030665;108,15015248978746;11,7746327868852;2,96393360655738;2,291342695102962;4,45390245901639;13,722176648028897;81,11049514266331;
5842;4.01:22:00;0;21,05263157894737;0;0;0;0;0;0;0;1,600319190150766;0;0;0;0;12,02193058278571;9,770953395253246;0,2771763347921985;2,929900636710549;0;0;70,2982087344168;0;0;25,13570434806121;389,9782946034331;19,886731267466637;0;0;0;25,217855232042456;0;0;0;0;0;0;0;0;0;0;0;0;2,49597704183096;3,4391332463606163;0;0;0;0,5700000000000001;4,190175726351905;3,4585062178041905;108,20365594471492;11,7746327868852;2,96393360655738;2,2914323238420757;4,45390245901639;13,72241357193281;81,13335837739125;
5843;4.01:23:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6003673346350347;0;0;0;0;12,024411326713333;9,77183958321345;0,2771868703794717;2,929946830475508;0;0;70,30194667834051;0;0;25,144559805646562;390,0018940729435;19,88973076217329;0;0;0;25,218962506387058;0;0;0;0;0;0;0;0;0;0;0;0;2,4960519731722393;3,4392282300805674;0;0;0;0,5700000000000001;4,191015929196621;3,461419928367508;108,24100090946443;11,7746327868852;2,96393360655738;2,291439770134441;4,45390245901639;13,722812873973432;81,14138815127288;
5844;4.01:24:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6005070971937305;0;0;0;0;12,02506114471802;9,774038073684748;0,27718964018636305;2,9300761501278854;0;0;70,32130371567244;0;0;25,145596605920808;390,02196822142446;19,890297484093093;0;0;0;25,219313134038455;0;0;0;0;0;0;0;0;0;0;0;0;2,496316958680224;3,439342054786363;0;0;0;0,5700000000000001;4,191016189704038;3,4662228463203935;108,29930494996687;11,7746327868852;2,96393360655738;2,2915681490878375;4,45390245901639;13,723076880927929;81,16593313279434;
5845;4.01:25:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6008686359910334;0;0;0;0;12,026744627113299;9,77454674896578;0,27719277924562274;2,9301384188302397;0;0;70,3279536393292;0;0;25,1471564871208;390,03383955515346;19,892842861229415;0;0;0;25,21943125405219;0;0;0;0;0;0;0;0;0;0;0;0;2,4966494700773816;3,439392362743674;0;0;0;0,5700000000000001;4,191090621122856;3,467409880714964;108,34190493270619;11,7746327868852;2,96393360655738;2,2916437790681354;4,45390245901639;13,724118248971378;81,18337362994703;
5846;4.01:26:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6010440689423229;0;0;0;0;12,035991572062265;9,77504911927898;0,27719698200917786;2,9301765146009604;0;0;70,3376613246754;0;0;25,16326993181731;390,0722786316902;19,896394007869045;0;0;0;25,219715179148107;0;0;0;0;0;0;0;0;0;0;0;0;2,496867712858214;3,4394756484759053;0;0;0;0,5700000000000001;4,191405828759284;3,4777977900125245;108,3470504946857;11,7746327868852;2,96393360655738;2,291741097316159;4,45390245901639;13,724769610891663;81,2166583810669;
5847;4.01:27:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6011386935006446;0;0;0;0;12,03602948440006;9,776925074149817;0,2772150959315131;2,930290054162685;0;0;70,34126953976212;0;0;25,165913915486655;390,1445882976694;19,898358157877684;0;0;0;25,22033484611695;0;0;0;0;0;0;0;0;0;0;0;0;2,4973558333513792;3,439698715004974;0;0;0;0,5700000000000001;4,191600206061913;3,4978829495679817;108,38595608534966;11,7746327868852;2,96393360655738;2,291847695621638;4,45390245901639;13,724779560630887;81,2859578625564;
5848;4.01:28:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6011420792936344;0;0;0;0;12,036659828443131;9,778215646790716;0,2772197853281806;2,930639545899435;0;0;70,34362554352249;0;0;25,171394715663027;390,1687745746972;19,901988979268385;0;0;0;25,221401399018927;0;0;0;0;0;0;0;0;0;0;0;0;2,4974920445811235;3,4397187635387865;0;0;0;0,5700000000000001;4,191890491424237;3,4989367341429314;108,40289422315367;11,7746327868852;2,96393360655738;2,2918692313393567;4,45390245901639;13,728615319459742;81,47769803270798;
5849;4.01:29:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6012212784147735;0;0;0;0;12,037241614989243;9,778720494487194;0,2772232807048525;2,930869725670811;0;0;70,36192352861256;0;0;25,176279795820303;390,1988895753141;19,902434786774023;0;0;0;25,222832206322362;0;0;0;0;0;0;0;0;0;0;0;0;2,4975100633978755;3,439832283969957;0;0;0;0,5700000000000001;4,19190187634623;3,5089916348871886;108,41921513509827;11,7746327868852;2,96393360655738;2,2919144523953014;4,45390245901639;13,728723188324158;81,5277389098903;
5850;4.01:30:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6018218206402655;0;0;0;0;12,038547602543945;9,780636485233423;0,27722767097387824;2,9310231288758213;0;0;70,36613935462658;0;0;25,182524682888452;390,2090629955464;19,91550773605921;0;0;0;25,223202973769787;0;0;0;0;0;0;0;0;0;0;0;0;2,497599927432256;3,4399227900555935;0;0;0;0,5700000000000001;4,191982249661836;3,513236418823785;108,47933731267594;11,7746327868852;2,96393360655738;2,2920760852934623;4,45390245901639;13,728877473454236;81,58611150603244;
5851;4.01:31:00;0;21,05263157894737;0;0;0;0;0;0;0;1,60188553099742;0;0;0;0;12,040630175324694;9,782451271578102;0,27724567097603475;2,931901345987836;0;0;70,36787088142331;0;0;25,185052987975173;390,23016263616904;19,916140071197038;0;0;0;25,225446709041794;0;0;0;0;0;0;0;0;0;0;0;0;2,497690549888499;3,440038230667806;0;0;0;0,5700000000000001;4,192124289889373;3,604873758994558;108,5565674728949;11,7746327868852;2,96393360655738;2,2922421950968865;4,45390245901639;13,72923919673917;81,60185464537261;
5852;4.01:32:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6019394916474632;0;0;0;0;12,040891190873861;9,784240899734858;0,27726123717729045;2,93198918850703;0;0;70,37309688303314;0;0;25,187581585461444;390,2481294784231;19,919290024541343;0;0;0;25,22552614665134;0;0;0;0;0;0;0;0;0;0;0;0;2,497716422949278;3,440060848970141;0;0;0;0,5700000000000001;4,192687118632153;3,6561392086549565;108,57664447639283;11,7746327868852;2,96393360655738;2,292303999372092;4,45390245901639;13,730175070711962;81,66422175072141;
5853;4.01:33:00;0;21,05263157894737;0;0;0;0;0;0;0;1,601964888125053;0;0;0;0;12,043578783035768;9,784981054816567;0,2772795492542483;2,9320558013782727;0;0;70,37459102996884;0;0;25,190083700110083;390,2487709967814;19,91957672790438;0;0;0;25,22614720770266;0;0;0;0;0;0;0;0;0;0;0;0;2,498737529149029;3,4403005539981732;0;0;0;0,5700000000000001;4,192730209288009;56,36172423343548;108,58552636753645;11,7746327868852;2,96393360655738;2,2923700358086676;4,45390245901639;13,731180613259385;81,6724873313474;
5854;4.01:34:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6022192546670428;0;0;0;0;12,0472714912136;9,785588368044252;0,2772838115433829;2,932152205392548;0;0;70,3764841367501;0;0;25,20166308547807;390,2578568084883;19,931995617409616;0;0;0;25,226364373645342;0;0;0;0;0;0;0;0;0;0;0;0;2,499216720006276;3,4403489192159817;0;0;0;0,5700000000000001;4,193406169442278;58,37797986764125;108,72294545415718;11,7746327868852;2,96393360655738;2,2923918831862538;4,45390245901639;13,731221145809299;81,7730771898687;
5855;4.01:35:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6022227924426196;0;0;0;0;12,048283152607672;9,786459258228895;0,277309565556852;2,9325401254794454;0;0;70,3802244711633;0;0;25,2052435856162;390,298011777424;19,937394430664984;0;0;0;25,22682752637575;0;0;0;0;0;0;0;0;0;0;0;0;2,4992985419388782;3,4404343066380183;0;0;0;0,5700000000000001;4,193566091079924;61,53482444733764;108,77341055546506;11,7746327868852;2,96393360655738;2,292409808547707;4,45390245901639;13,731630338476272;81,78177294703683;
5856;4.01:36:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6023853026697985;0;0;0;0;12,049177369735581;9,788646080404968;0,27732576357237226;2,932663448124838;0;0;70,38446427861584;0;0;25,20815348268699;390,30616732301905;19,93998425885432;0;0;0;25,228757113028216;0;0;0;0;0;0;0;0;0;0;0;0;2,4998075700006677;3,44111309373579;0;0;0;0,5700000000000001;4,193657395044986;62,78203967248808;108,83882564403162;11,7746327868852;2,96393360655738;2,2924209202213257;4,45390245901639;13,731771827882786;81,84791031771059;
5857;4.01:37:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6024863154670712;0;0;0;0;12,04982601252672;9,79208195661962;0,2773266373425884;2,93287622063407;0;0;70,38510497499338;0;0;25,221573679944896;390,33031072826003;19,948157032424916;0;0;0;25,228885816738796;0;0;0;0;0;0;0;0;0;0;0;0;2,499878578604736;3,4412689403953753;0;0;0;0,5700000000000001;4,193665910351159;63,34234788855624;108,8694243515404;11,7746327868852;2,96393360655738;2,2926119776925855;4,45390245901639;13,732235279703158;81,8745710677846;
5858;4.01:38:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6024926366719385;0;0;0;0;12,051792378024363;9,792360488281076;0,2773416705634983;2,9331301987620084;0;0;70,38668604145732;0;0;25,224754561560257;390,35956722344685;19,959654848968903;0;0;0;25,230324026563807;0;0;0;0;0;0;0;0;0;0;0;0;2,4998861703989474;3,44136824986864;0;0;0;0,5700000000000001;4,193748602972611;64,4222409715782;108,91221117533259;11,7746327868852;2,96393360655738;2,2926248665782087;4,45390245901639;13,732777674609945;81,88648380723725;
5859;4.01:39:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6025148378054452;0;0;0;0;12,052531817882368;9,79272706225864;0,27735292409469725;2,933442722073337;0;0;70,39470252848774;0;0;25,236864077181693;390,3615834438876;19,96670043746952;0;0;0;25,230834127942163;0;0;0;0;0;0;0;0;0;0;0;0;2,50000484876747;3,4415173613156433;0;0;0;0,5700000000000001;4,194207623483441;65,20946214090986;108,94664932650981;11,7746327868852;2,96393360655738;2,292640372234125;4,45390245901639;13,734703986793251;81,89319725439526;
5860;4.01:40:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6028259673446499;0;0;0;0;12,052907789122793;9,792940411437305;0,2773705792095884;2,9336016379113468;0;0;70,39731899338294;0;0;25,24231462834288;390,4060213288994;19,96710619465632;0;0;0;25,231628150725303;0;0;0;0;0;0;0;0;0;0;0;0;2,500007659831905;3,441788652537984;0;0;0;0,5700000000000001;4,194369233582729;65,6230712029926;108,95399756070726;11,7746327868852;2,96393360655738;2,2926764424787844;4,45390245901639;13,735319082178483;81,90137452185411;
5861;4.01:41:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6028549159169976;0;0;0;0;12,055006934086496;9,79748431359178;0,27739690638753084;2,933634916696369;0;0;70,42625025503003;0;0;25,250793431915525;390,46328256578437;19,96871361142755;0;0;0;25,23286175025539;0;0;0;0;0;0;0;0;0;0;0;0;2,500863204915915;3,4418845570949608;0;0;0;0,5700000000000001;4,194481798382372;65,721370209426;109,02642447791693;11,7746327868852;2,96393360655738;2,2927194909152835;4,45390245901639;13,735794859699704;81,9049706878187;
5862;4.01:42:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6029602388354134;0;0;0;0;12,056200273301608;9,798127585326798;0,277403761251104;2,9337678933180946;0;0;70,43485959238646;0;0;25,25729846731839;390,5332790200397;19,97042807071709;0;0;0;25,23428028918401;0;0;0;0;0;0;0;0;0;0;0;0;2,501207803094744;3,441915062949287;0;0;0;0,5700000000000001;4,1948069137251345;66,7679208678404;109,05323807243532;11,7746327868852;2,96393360655738;2,293021202544651;4,45390245901639;13,73580102388131;81,92430501317709;
5863;4.01:43:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6033638347958468;0;0;0;0;12,05626595931011;9,79834637515481;0,2774103252743095;2,933812274358783;0;0;70,43885084145833;0;0;25,260149068267847;390,5509306579951;19,973412751292067;0;0;0;25,234389271898916;0;0;0;0;0;0;0;0;0;0;0;0;2,5012143796110013;3,442115093759083;0;0;0;0,5700000000000001;4,195483734785357;66,98146258961249;109,26015583888051;11,7746327868852;2,96393360655738;2,293071201664882;4,45390245901639;13,735942152728013;81,94261034253054;
5864;4.01:44:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6035893795947656;0;0;0;0;12,056311661720787;9,804679480663378;0,27742023947055056;2,9339721348553494;0;0;70,44885221881026;0;0;25,2612823937416;390,5914239869115;19,97608239953029;0;0;0;25,235082409290143;0;0;0;0;0;0;0;0;0;0;0;0;2,50146196988052;3,442223655841791;0;0;0;0,5700000000000001;4,1955137120627235;67,36004038537476;109,27564150434203;11,7746327868852;2,96393360655738;2,2931802161589796;4,45390245901639;13,737071616596248;81,94363273007174;
5865;4.01:45:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6039092733755196;0;0;0;0;12,056367689781686;9,807516373580562;0,27743255631127395;2,9340150849635047;0;0;70,47690436454683;0;0;25,26364428070553;390,63136311969834;19,976414639382494;0;0;0;25,240082847918146;0;0;0;0;0;0;0;0;0;0;0;0;2,5015198724937897;3,442428870521431;0;0;0;0,5700000000000001;4,195796463084998;67,59854482850069;109,34028783181999;11,7746327868852;2,96393360655738;2,29335896873264;4,45390245901639;13,737829931085772;81,9504984426131;
5866;4.01:46:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6040815090087894;0;0;0;0;12,057770063433592;9,808983997070314;0,2774375072221653;2,9340500067185036;0;0;70,48418816476132;0;0;25,26953708424039;390,68230546243785;19,981036425351064;0;0;0;25,24025659009986;0;0;0;0;0;0;0;0;0;0;0;0;2,5015358103962315;3,442457291646852;0;0;0;0,5700000000000001;4,196534888964536;67,63259965461354;109,53770549521967;11,7746327868852;2,96393360655738;2,2934458842081296;4,45390245901639;13,738052379744184;82,06522731992366;
5867;4.01:47:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6041564455221502;0;0;0;0;12,060585279205531;9,812045185297645;0,27745139131669794;2,934050993847118;0;0;70,49611907601097;0;0;25,269841410576365;390,72848369360497;19,98122354682422;0;0;0;25,240382183474864;0;0;0;0;0;0;0;0;0;0;0;0;2,5016382210272097;3,442467913018646;0;0;0;0,5700000000000001;4,1970948667253225;68,06290712948514;109,541075051644;11,7746327868852;2,96393360655738;2,293537167555574;4,45390245901639;13,739251894711272;82,07797157801399;
5868;4.01:48:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6045267420769993;0;0;0;0;12,062017918065115;9,814590799167775;0,27745148132815095;2,934159368716087;0;0;70,50413902475076;0;0;25,280865077972567;390,7308579001472;19,987821806447272;0;0;0;25,241426108855077;0;0;0;0;0;0;0;0;0;0;0;0;2,5017996541482472;3,442506866953164;0;0;0;0,5700000000000001;4,197291766518689;68,25859592724008;109,57304868127402;11,7746327868852;2,96393360655738;2,2935568123441095;4,45666409836066;13,739546836153401;82,08847818464413;
5869;4.01:49:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6046023615626;0;0;0;0;12,062597089964957;9,817366190589684;0,27746535936028344;2,934433298957621;0;0;70,52615328568952;0;0;25,28110853803745;390,77802745489066;19,99262452911947;0;0;0;25,246775444529415;0;0;0;0;0;0;0;0;0;0;0;0;2,501816993242662;3,4425408479087642;0;0;0;0,5700000000000001;4,197329006012487;68,43083853102837;109,68529667347082;11,7746327868852;2,96393360655738;2,2936588848173445;4,45666409836066;13,74026907304281;82,13601988282575;
5870;4.01:50:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6047350729154313;0;0;0;0;12,066356680704564;9,817841826659963;0,27749173518213466;2,934587633274526;0;0;70,5454729117136;0;0;25,28907412029802;390,8126725502051;19,994140298448052;0;0;0;25,247509879091453;0;0;0;0;0;0;0;0;0;0;0;0;2,5022138253388575;3,442649733532989;0;0;0;0,5700000000000001;4,197498902373211;68,45972604279999;109,70941159968436;11,7752016393443;2,96393360655738;2,2940137069730957;4,45666409836066;13,740735628255512;82,21094448204538;
5871;4.01:51:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6048659720031357;0;0;0;0;12,067646151865468;9,817842785664583;0,27749307944611146;2,9346072959925578;0;0;70,55273185162768;0;0;25,289668737306542;390,8801570085603;19,999136575252223;0;0;0;25,250734442318457;0;0;0;0;0;0;0;0;0;0;0;0;2,5025875897779812;3,442855693933797;0;0;0;0,5700000000000001;4,197608836407729;68,68335131862302;109,70967395655984;11,7752016393443;2,96393360655738;2,2941818276525554;4,45666409836066;13,741089983583052;82,22530458747877;
5872;4.01:52:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6048901902215684;0;0;0;0;12,067851435825505;9,818651975227475;0,27752597494076525;2,93461989371327;0;0;70,55743460168463;0;0;25,290976326100296;390,90023647251127;20,00399236378155;0;0;0;25,25202272322031;0;0;0;0;0;0;0;0;0;0;0;0;2,5026887236411124;3,443101315710354;0;0;0;0,5700000000000001;4,197800714049819;68,93352311763778;109,72415704525318;11,7752016393443;2,96393360655738;2,294221537048157;4,45666409836066;13,741394097339246;82,23903222162568;
5873;4.01:53:00;0;21,05263157894737;0;0;0;0;0;0;0;1,605045432899629;0;0;0;0;12,068494146943886;9,819591352877087;0,2775274432873906;2,934690643626742;0;0;70,55964091991439;0;0;25,309789082649548;390,9723201622227;20,00634506128793;0;0;0;25,252179241251955;0;0;0;0;0;0;0;0;0;0;0;0;2,502720003664414;3,4432594556561833;0;0;0;0,5700000000000001;4,198224119131064;69,1030164037536;109,7490110255148;11,7752016393443;2,96393360655738;2,294281882413382;4,45666409836066;13,743474254204811;82,28038936566607;
5874;4.01:54:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6050593416826144;0;0;0;0;12,071781290525717;9,82004540549137;0,2775308323944404;2,9346915190742124;0;0;70,57812822947989;0;0;25,31377230660043;390,9889976101977;20,007380086205554;0;0;0;25,257852486790824;0;0;0;0;0;0;0;0;0;0;0;0;2,5027369352673783;3,44340994868375;0;0;0;0,5700000000000001;4,198481204530689;69,13671233937053;109,76672915059387;11,7752016393443;2,96393360655738;2,294741995355494;4,45666409836066;13,743509560856737;82,33010313408488;
5875;4.01:55:00;0;21,05263157894737;0;0;0;0;0;0;0;1,605105500770551;0;0;0;0;12,072172518204512;9,820181137413437;0,277534053017397;2,9347197481807745;0;0;70,5853764806298;0;0;25,31595854344813;390,9938888846498;20,007553189259387;0;0;0;25,260427170004956;0;0;0;0;0;0;0;0;0;0;0;0;2,502741476834507;3,4435289326843983;0;0;0;0,5700000000000001;4,1988342747836676;69,30843982074336;109,77103012637969;11,7752016393443;2,96393360655738;2,2948647576042562;4,45666409836066;13,74362975301371;82,33875622661436;
5876;4.01:56:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6052462252445523;0;0;0;0;12,076074376082293;9,82343981414155;0,2775435561711665;2,934815302304794;0;0;70,59141093376677;0;0;25,321452925596788;391,0382949818378;20,011122054641646;0;0;0;25,261322162180655;0;0;0;0;0;0;0;0;0;0;0;0;2,5027420173104304;3,4435943666040814;0;0;0;0,5700000000000001;4,199303261047411;69,52320261411266;109,8176818159043;11,7752016393443;2,96393360655738;2,2950852038091845;4,45666409836066;13,744656129902955;82,3443864502845;
5877;4.01:57:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6052806085587392;0;0;0;0;12,07639257430372;9,825373876570143;0,27757435692900007;2,934877396380389;0;0;70,59750459491663;0;0;25,333613299312518;391,0673999338126;20,018321128184677;0;0;0;25,26169471936715;0;0;0;0;0;0;0;0;0;0;0;0;2,5028302074400757;3,4437019126103996;0;0;0;0,5700000000000001;4,199640987562597;69,6167662089367;109,82812239230395;11,7752016393443;2,96393360655738;2,2950947392681984;4,45666409836066;13,7447844437004;82,46306238761775;
5878;4.01:58:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6055427968322382;0;0;0;0;12,0765108894067;9,827288157489658;0,2776022249344661;2,934924142270491;0;0;70,61075324462227;0;0;25,336570681927217;391,11528971891477;20,02037089570227;0;0;0;25,262299530786883;0;0;0;0;0;0;0;0;0;0;0;0;2,5029290486657123;3,4438391554215686;0;0;0;0,5700000000000001;4,199937880645779;69,64329942941865;109,9088980088259;11,7752016393443;2,96393360655738;2,2952412115751852;4,45666409836066;13,745635032229272;82,48029607761737;
5879;4.01:59:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6055556728437712;0;0;0;0;12,077527233812637;9,82922276043014;0,27763351847162027;2,935193503075628;0;0;70,61100055662284;0;0;25,362085043648;391,13363038074317;20,022312168313526;0;0;0;25,264425551875885;0;0;0;0;0;0;0;0;0;0;0;0;2,503072665535782;3,444577609902442;0;0;0;0,5700000000000001;4,1999809253016425;69,81762971000391;109,96770867573196;11,7752016393443;2,96393360655738;2,2952412917088916;4,45666409836066;13,7456924324719;82,52052689356412;
5880;4.02:00:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6056615565357841;0;0;0;0;12,082375537402532;9,830802684155966;0,27764245800723797;2,935409981732239;0;0;70,64806850615643;0;0;25,36506761072163;391,1966463565034;20,02531493740257;0;0;0;25,264720918455144;0;0;0;0;0;0;0;0;0;0;0;0;2,5031422002784898;3,444700211278731;0;0;0;0,5700000000000001;4,19998527732843;70,14491685685023;110,16759480407832;11,7752016393443;2,96393360655738;2,295268437081916;4,45666409836066;13,746395627721547;82,52254317851379;
5881;4.02:01:00;0;21,05263157894737;0;0;0;0;0;0;0;1,605761133123243;0;0;0;0;12,082718671738085;9,83423073139803;0,2776453062652509;2,935586286791915;0;0;70,64963186805305;0;0;25,371100412440832;391,27188720025276;20,026347015048227;0;0;0;25,265632419823874;0;0;0;0;0;0;0;0;0;0;0;0;2,503210923822989;3,4448205986434663;0;0;0;0,5700000000000001;4,200187466487069;70,16393323090274;110,1734999380878;11,7752016393443;2,96393360655738;2,2958685165783383;4,45666409836066;13,74645642373114;82,53601637709045;
5882;4.02:02:00;0;21,05263157894737;0;0;0;0;0;0;0;1,60580723168593;0;0;0;0;12,083005597935955;9,840985741532855;0,27766106266396134;2,9356589880996586;0;0;70,66851103535326;0;0;25,372288157134328;391,2911416127172;20,0307101028434;0;0;0;25,265811154669677;0;0;0;0;0;0;0;0;0;0;0;0;2,5032257364643233;3,4448445391355786;0;0;0;0,5700000000000001;4,200397260840098;70,18655526450816;110,18106078257138;11,7752016393443;2,96393360655738;2,295964620268903;4,45666409836066;13,748656049146083;82,59469082051048;
5883;4.02:03:00;0;21,05263157894737;0;0;0;0;0;0;0;1,6058876381705096;0;0;0;0;12,084613670373704;9,842173835511714;0,2776883391674308;2,9357472367975834;0;0;70,66869620975666;0;0;25,380439659007294;391,36348334098227;20,032051475807588;0;0;0;25,26971042521941;0;0;0;0;0;0;0;0;0;0;0;0;2,503260469818191;3,44484970583019;0;0;0;0,5700000000000001;4,201159843783431;70,51299085678838;110,27274792322844;11,7752016393443;2,96393360655738;2,296233856629734;4,45666409836066;13,749120608552099;82,64182961186954;
5884;4.02:04:00;0;21,05263157894737;0;0;0;0;0;0;0;1,606270290788137;0;0;0;0;12,085136489086622;9,843063638133577;0,2776886057787486;2,935970991456537;0;0;70,67293343598185;0;0;25,38207156900705;391,3882505189807;20,035696874052434;0;0;0;25,271586889118048;0;0;0;0;0;0;0;0;0;0;0;0;2,503547733690219;3,445049408722798;0;0;0;0,5700000000000001;4,201804638331576;70,58425562321732;110,47376650165438;11,7752016393443;2,96393360655738;2,296242530374486;4,45666409836066;13,750904102720494;82,71645280469777;
