Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Kitchen Light (60W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (200W) [VA];Toaster / Bosch TAT8SL1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Westinghouse Fanaway [VA];Clatronic MS 3249 Milk Foamer [VA];Nespresso Coffee Machine, Single Cup [VA];PC / Acer Aspire M3640 [VA];PC Monitor / Fujitsu Siemens Scaleoview H19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN 5259 [VA];Oven / AEG B 33512-5-M [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Bauknecht GTM 2511 [VA];Dehumidifier / Trotec TTK 50 S [VA];Dishwasher Whirlpool 45cm from Ikea [VA];Miele T 495 C [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Coffee Machine / Braun Impression KF 600 [VA];Electric Kettle / Petra WK288 1.5L [VA];Washing Machine AEG Lavamat 54610 [VA];Tectro TP 020 [VA];Sony PlayStation 3 [VA];TV Samsung LED UE40 B7090 [VA];Osram Light Bulb Classic A 60W [VA];CD/DVD Player / Phillips CD 380 [VA];SAT Receiver / Kathrein UFS913 [VA];Siemens VS 91143 S Super 911 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [VA];Electric Toothbrush Dondodent Professional Clean [VA];Smartphone Samung S4 [VA];Yamaha RX-V667 [VA];
5350;3.17:10:00;0;0;0;0;0;0;0;0;0;0;0;6,432123455568467;1,8958005400361029;0,2703066528184203;2,8591200440134705;0;0;0;1,5170615999450836;0;13,228828794798417;0;0;0;0;0;0;0;0;0;0;0;0;5,1434121556653025;2,5;0;1,01268569695746;1,5225935237540649;0;0;11,7623327868852;0,2413119587770975;4,15075278688524;0,9457900775131193;13,455500797910108;
5351;3.17:11:00;0;0;0;0;0;0;0;0;0;0;0;6,435405023786409;1,8959644401563587;0,2703186077932088;2,8592513639923864;0;0;0;1,5171252332121758;0;13,229586683900251;0;0;0;0;0;0;0;0;0;0;0;0;5,143454365561559;2,5;0;1,0127238633637228;1,5226282197003584;0;0;11,7623327868852;0,24131775993666682;4,15075278688524;0,9458229471115657;13,455765955052524;
5352;3.17:12:00;0;0;0;0;0;0;0;0;0;0;0;6,436443196127279;1,8959778650770607;0,2703340911090295;2,859309408315145;0;0;0;1,5174732832045483;0;13,229870293673885;0;0;0;0;0;0;0;0;0;0;0;0;5,143579450355258;2,5;0;1,012743211641403;1,5226932444545052;0;0;11,7623327868852;0,24131799598883336;4,15075278688524;0,9458767655929136;13,456304732440548;
5353;3.17:13:00;0;0;0;0;0;0;0;0;0;0;0;6,437496408471289;1,8960482239633007;0,27035042785766406;2,8595177838860146;0;0;0;1,5174798997316272;0;13,230606179002065;0;0;0;0;0;0;0;0;0;0;0;0;5,14387923407546;2,5;0;1,0128007789620377;1,5227557255636008;0;0;11,7623327868852;0,24132740048124288;4,15075278688524;0,9458886092046405;13,456749405902071;
5354;3.17:14:00;0;0;0;0;0;0;0;0;0;0;0;6,439314248514347;1,896147201533191;0,2703596806293315;2,8595538419426982;0;0;0;1,5175467366768798;0;13,230786762520294;0;0;0;0;0;0;0;0;0;0;0;0;5,144938105895424;2,5;0;1,0128895258024277;1,5227746134415843;0;0;11,7623327868852;0,24132767651173842;4,15075278688524;0,9459012773715668;13,457891134241825;
5355;3.17:15:00;0;0;0;0;0;0;0;0;0;0;0;6,440768300085105;1,8965347606018772;0,2703624136925068;2,8595552932915544;0;0;0;1,5175698543091716;0;13,230807147485958;0;0;0;0;0;0;0;0;0;0;0;0;5,1451899606587475;2,5;0;1,0129404800524813;1,5228178799955938;0;0;11,7623327868852;0,2413331784377731;4,15075278688524;0,9459488608748672;13,458140682838966;
5356;3.17:16:00;0;0;0;0;0;0;0;0;0;0;0;6,441255991522825;1,8975721850259033;0,2703789129261371;2,859716050251551;0;0;0;1,5176676607759456;0;13,231983628395282;0;0;0;0;0;0;0;0;0;0;0;0;5,14534323729265;2,5;0;1,0130442812379634;1,5228348454765832;0;0;11,7623327868852;0,24134177715603655;4,15075278688524;0,9459774522018107;13,45828771449126;
5357;3.17:17:00;0;0;0;0;0;0;0;0;0;0;0;6,442485150745056;1,8976552928653705;0,270400522378729;2,8597723749033626;0;0;0;1,5176862412544956;0;13,232504357437868;0;0;0;0;0;0;0;0;0;0;0;0;5,145439060754846;2,5;0;1,0131349395519476;1,5228616211528883;0;0;11,7623327868852;0,24135131590697115;4,15075278688524;0,9460386091875171;13,458790915461075;
5358;3.17:18:00;0;0;0;0;0;0;0;0;0;0;0;6,442555259838813;1,8982800320056576;0,2704036900075735;2,8598177410860184;0;0;0;1,5178069197957709;0;13,232963246330625;0;0;0;0;0;0;0;0;0;0;0;0;5,145660339824168;2,5;0;1,0132201727709078;1,52287332078167;0;0;11,7623327868852;0,24135247349326444;4,15075278688524;0,9461453346919037;13,45919652955146;
5359;3.17:19:00;0;0;0;0;0;0;0;0;0;0;0;6,442818069381002;1,8984041559552265;0,27041003259020885;2,859821018595759;0;0;0;1,5178087606049535;0;13,233497756659755;0;0;0;0;0;0;0;0;0;0;0;0;5,146277241908678;2,5;0;1,0132399743970713;1,523011422789314;0;0;11,7623327868852;0,24137217546648765;4,15075278688524;0,9461757500647765;13,459677369817946;
5360;3.17:20:00;0;0;0;0;0;0;0;0;0;0;0;6,444162040891873;1,8986209841408819;0,27041005620635516;2,86002815781603;0;0;0;1,5178267391929654;0;13,233945291861904;0;0;0;0;0;0;0;0;0;0;0;0;5,146421199790325;2,5;0;1,0132819521563525;1,5230142331472847;0;0;11,7623327868852;0,2413841904187163;4,15075278688524;0,9462540820028527;13,459924760722354;
5361;3.17:21:00;0;0;0;0;0;0;0;0;0;0;0;6,44423807840091;1,8988106928958872;0,2704310474949231;2,8600282506027925;0;0;0;1,5178640094161329;0;13,234509636830872;0;0;0;0;0;0;0;0;0;0;0;0;5,146508885168698;2,5;0;1,013309488922073;1,5230992159875067;0;0;11,7623327868852;0,24138809514567208;4,15075278688524;0,9464622267380479;13,460358746644358;
5362;3.17:22:00;0;0;0;0;0;0;0;0;0;0;0;6,444490310772631;1,8988198056996943;0,270438208950224;2,860181422144867;0;0;0;1,517891309180008;0;13,234768881889256;0;0;0;0;0;0;0;0;0;0;0;0;5,1466323350210175;2,5;0;1,0133396854085401;1,523136389167176;0;0;11,7623327868852;0,24138869933642745;4,15075278688524;0,9466472697078941;13,460510351217197;
5363;3.17:23:00;0;0;0;0;0;0;0;0;0;0;0;6,445289347916331;1,8991659334671547;0,27046812914580753;2,8602292828440956;0;0;0;1,5179366251878936;0;13,23624624409662;0;0;0;0;0;0;0;0;0;0;0;0;5,147029059877236;2,5;0;1,0134679181598438;1,5233662561549377;0;0;11,7623327868852;0,24140191749546575;4,15075278688524;0,9466661141505517;13,461708271758397;
5364;3.17:24:00;0;0;0;0;0;0;0;0;0;0;0;6,447642427696075;1,8994912399618364;0,27047644086772527;2,860262408814116;0;0;0;1,5179967682948639;0;13,236960476817874;0;0;0;0;0;0;0;0;0;0;0;0;5,147061677777889;2,5;0;1,0135652463852747;1,5234161851460504;0;0;11,7623327868852;0,2414107057026672;4,15075278688524;0,9467349565501816;13,464457183079487;
5365;3.17:25:00;0;0;0;0;0;0;0;0;0;0;0;6,447782913540044;1,8999106342557521;0,2704771431325392;2,860663523689465;0;0;0;1,5180267781983945;0;13,2370092024091;0;0;0;0;0;0;0;0;0;0;0;0;5,14723971979564;2,5;0;1,0136143303095093;1,5234202510469594;0;0;11,7623327868852;0,24141964263127919;4,15075278688524;0,9468694234691597;13,46548219962217;
5366;3.17:26:00;0;0;0;0;0;0;0;0;0;0;0;6,448392395234964;1,9000685368292083;0,2704821158195843;2,860783971618925;0;0;0;1,5181096974808184;0;13,23724516457893;0;0;0;0;0;0;0;0;0;0;0;0;5,147719137609677;2,5;0;1,013639424849198;1,523441817282613;0;0;11,7623327868852;0,24142269948194264;4,15075278688524;0,9468862696201432;13,465953978162855;
5367;3.17:27:00;0;0;0;0;0;0;0;0;0;0;0;6,44875621239577;1,9009620857063076;0,270483950817835;2,8609694525177902;0;0;0;1,5181786772776296;0;13,238439405701705;0;0;0;0;0;0;0;0;0;0;0;0;5,147765868703874;2,5;0;1,0136711491364707;1,5234769717027725;0;0;11,7623327868852;0,24144337318458386;4,15075278688524;0,9469747701619257;13,466040504982876;
5368;3.17:28:00;0;0;0;0;0;0;0;0;0;0;0;6,450189177317324;1,9013715162143852;0,2704874622505698;2,861009351104204;0;0;0;1,5182611794951864;0;13,238650695341358;0;0;0;0;0;0;0;0;0;0;0;0;5,148028095838088;2,5;0;1,0136756845500647;1,5235624774051142;0;0;11,7623327868852;0,24144677491533317;4,15075278688524;0,9469816173095243;13,466563137177179;
5369;3.17:29:00;0;0;0;0;0;0;0;0;0;0;0;6,450548123649282;1,901401827113987;0,27050860170182756;2,861018951896062;0;0;0;1,5183618559147536;0;13,240335226560653;0;0;0;0;0;0;0;0;0;0;0;0;5,148069628597709;2,5;0;1,0137860078922676;1,5235713878868327;0;0;11,7623327868852;0,24144734620708325;4,15075278688524;0,9470439279452806;13,467398540675397;
5370;3.17:30:00;0;0;0;0;0;0;0;0;0;0;0;6,454167369590065;1,9015385037764396;0,27050963408328393;2,861074142650909;0;0;0;1,5184361992804993;0;13,242137489605588;0;0;0;0;0;0;0;0;0;0;0;0;5,148103612029026;2,5;0;1,013802921213871;1,5236836254325625;0;0;11,7623327868852;0,2414487984896193;4,15075278688524;0,9471397872939362;13,468224425456032;
5371;3.17:31:00;0;0;0;0;0;0;0;0;0;0;0;6,455916821176405;1,9025634142873642;0,27051767266357835;2,861088207604339;0;0;0;1,518572198769244;0;13,242340564248272;0;0;0;0;0;0;0;0;0;0;0;0;5,148141785528123;2,5;0;1,0138041670332845;1,5237019069675175;0;0;11,7623327868852;0,2414508583450016;4,15075278688524;0,947173228113333;13,468451032998006;
5372;3.17:32:00;0;0;0;0;0;0;0;0;0;0;0;6,459365434787097;1,9029044834251498;0,27052404846739514;2,861210836126518;0;0;0;1,5186802529989287;0;13,242672886882765;0;0;0;0;0;0;0;0;0;0;0;0;5,148147340372039;2,5;0;1,0138342210693303;1,5240197152637984;0;0;11,7623327868852;0,24146019210446362;4,15075278688524;0,9471773944165333;13,468679628502073;
5373;3.17:33:00;0;0;0;0;0;0;0;0;0;0;0;6,459465367346727;1,903498863104985;0,27052830846838427;2,8613669281765985;0;0;0;1,5187227198462154;0;13,245146074198274;0;0;0;0;0;0;0;0;0;0;0;0;5,148162658425422;2,5;0;1,0138396086597237;1,5240310917745015;0;0;11,7623327868852;0,2414737194014673;4,15075278688524;0,9472772790190851;13,470227090376278;
5374;3.17:34:00;0;0;0;0;0;0;0;0;0;0;0;6,460255971217381;1,9046648663015529;0,2705326959660264;2,8616630325665886;0;0;0;1,5187378740275495;0;13,245308330457307;0;0;0;0;0;0;0;0;0;0;0;0;5,148482910152211;2,5;0;1,0139469700700958;1,5241527379010809;0;0;11,7623327868852;0,2414823934518042;4,15075278688524;0,9472994651963941;13,47058143662175;
5375;3.17:35:00;0;0;0;0;0;0;0;0;0;0;0;6,462940060563962;1,9047039706161577;0,27054965576333667;2,861775609680633;0;0;0;1,5190517636749172;0;13,246302972759606;0;0;0;0;0;0;0;0;0;0;0;0;5,149180953146484;2,5;0;1,0139648795971752;1,5241703663666835;0;0;11,7623327868852;0,24150174089731946;4,15075278688524;0,9474273834019076;13,471360324263808;
5376;3.17:36:00;0;0;0;0;0;0;0;0;0;0;0;6,464201277419954;1,9063222482987034;0,2705526424173605;2,861873191945798;0;0;0;1,519079593257976;0;13,246815553432032;0;0;0;0;0;0;0;0;0;0;0;0;5,1498269946013595;2,5;0;1,0140108534043897;1,5242154989259589;0;0;11,7623327868852;0,24150837922833523;4,15075278688524;0,9474615306666935;13,471824380671066;
5377;3.17:37:00;0;0;0;0;0;0;0;0;0;0;0;6,465350181145802;1,9065355878908272;0,2705598504090303;2,862232890991511;0;0;0;1,5192822566372135;0;13,247250852067785;0;0;0;0;0;0;0;0;0;0;0;0;5,150893623105031;2,5;0;1,014035839219497;1,5242212549955845;0;0;11,7623327868852;0,2415181147878802;4,15075278688524;0,9474897342950522;13,471868090074475;
5378;3.17:38:00;0;0;0;0;0;0;0;0;0;0;0;6,466604127519131;1,9072003229151229;0,27056509944395224;2,86228203448657;0;0;0;1,5192875461429327;0;13,247787332617975;0;0;0;0;0;0;0;0;0;0;0;0;5,150907287441332;2,5;0;1,0140463043139534;1,5244189017457863;0;0;11,7623327868852;0,24153327384785503;4,15075278688524;0,9475661048961758;13,472193919282171;
5379;3.17:39:00;0;0;0;0;0;0;0;0;0;0;0;6,466660965469196;1,9072976630127667;0,27056510749201196;2,862489396935313;0;0;0;1,519308378315725;0;13,247873740559818;0;0;0;0;0;0;0;0;0;0;0;0;5,150982609494359;2,5;0;1,0141053433914076;1,524426579365141;0;0;11,7623327868852;0,24155350111093946;4,15075278688524;0,9476283652374901;13,472262083391648;
5380;3.17:40:00;0;0;0;0;0;0;0;0;0;0;0;6,467530652850984;1,9078752352567208;0,2705744829206179;2,862943489254441;0;0;0;1,5193424662680468;0;13,248387655917073;0;0;0;0;0;0;0;0;0;0;0;0;5,151384488062353;2,5;0;1,0141168947518935;1,5244684660259087;0;0;11,7623327868852;0,241572700627804;4,15075278688524;0,9476983980160214;13,472923801250932;
5381;3.17:41:00;0;0;0;0;0;0;0;0;0;0;0;6,468603695548289;1,9079596432230528;0,2705779233056114;2,8631229834469107;0;0;0;1,5194267306134739;0;13,249379671061282;0;0;0;0;0;0;0;0;0;0;0;0;5,151870052523953;2,5;0;1,0141448292668676;1,524553393571487;0;0;11,7623327868852;0,24157513406355502;4,15075278688524;0,9477164304646492;13,473029087344937;
5382;3.17:42:00;0;0;0;0;0;0;0;0;0;0;0;6,470363785047756;1,9086685117210296;0,27058216839956967;2,863244032138854;0;0;0;1,5194562250477415;0;13,250238848004674;0;0;0;0;0;0;0;0;0;0;0;0;5,15197624574488;2,5;0;1,014150344407256;1,5245569072258052;0;0;11,7623327868852;0,24158797609106933;4,15075278688524;0,9477441279563145;13,474098419529886;
5383;3.17:43:00;0;0;0;0;0;0;0;0;0;0;0;6,471325571747516;1,9094529506393358;0,2705887625735479;2,8633115870421784;0;0;0;1,5196542122095855;0;13,250570897173747;0;0;0;0;0;0;0;0;0;0;0;0;5,152792256002974;2,5;0;1,014191756171208;1,5246312993781945;0;0;11,7623327868852;0,24158837371022246;4,15075278688524;0,9478329902175611;13,474734218826733;
5384;3.17:44:00;0;0;0;0;0;0;0;0;0;0;0;6,471902240019902;1,9101305736456546;0,2705966900237156;2,8633743781181025;0;0;0;1,5196663641968131;0;13,250597763623782;0;0;0;0;0;0;0;0;0;0;0;0;5,15286168821513;2,5;0;1,0142158113810895;1,5246388060217069;0;0;11,7623327868852;0,24158976149212802;4,15075278688524;0,9478347535736142;13,475018042250705;
5385;3.17:45:00;0;0;0;0;0;0;0;0;0;0;0;6,474329168451824;1,9106622476564548;0,2706066599483862;2,8634126408591687;0;0;0;1,5197165373626838;0;13,250697263560284;0;0;0;0;0;0;0;0;0;0;0;0;5,153397507395417;2,5;0;1,0142521913382225;1,5246391495242189;0;0;11,7623327868852;0,24159437500909123;4,15075278688524;0,9481045494196734;13,475489461128221;
5386;3.17:46:00;0;0;0;0;0;0;0;0;0;0;0;6,474397883837059;1,9109587024006753;0,2706087227781823;2,8635635599360345;0;0;0;1,5198355373560037;0;13,250790342811197;0;0;0;0;0;0;0;0;0;0;0;0;5,153591679759865;2,5;0;1,0143657470953873;1,5246993271341287;0;0;11,7623327868852;0,24160453594355108;4,15075278688524;0,9481357667648278;13,476070341992799;
5387;3.17:47:00;0;0;0;0;0;0;0;0;0;0;0;6,475059059419275;1,9116475423279526;0,2706162350349076;2,8636397211226643;0;0;0;1,5198412497831026;0;13,252254933029032;0;0;0;0;0;0;0;0;0;0;0;0;5,153648268404865;2,5;0;1,0143813426505273;1,524734373914953;0;0;11,7623327868852;0,24160913937812686;4,15075278688524;0,9481968595275727;13,476477197698486;
5388;3.17:48:00;0;0;0;0;0;0;0;0;0;0;0;6,4754415462401465;1,9131629721033505;0,27064721136889797;2,863678270307502;0;0;0;1,5199179481233231;0;13,252637655534349;0;0;0;0;0;0;0;0;0;0;0;0;5,153931907266558;2,5;0;1,01438935251394;1,5247443067262643;0;0;11,7623327868852;0,24161359628687154;4,15075278688524;0,9482753455400099;13,476693700066855;
5389;3.17:49:00;0;0;0;0;0;0;0;0;0;0;0;6,476243950201586;1,9132578616943576;0,2706754484285395;2,863861720908539;0;0;0;1,5199188758783377;0;13,252916055372218;0;0;0;0;0;0;0;0;0;0;0;0;5,154892149956231;2,5;0;1,0144209529190873;1,524768605195265;0;0;11,7623327868852;0,24162409576042965;4,15075278688524;0,9483804884168198;13,476817513304898;
5390;3.17:50:00;0;0;0;0;0;0;0;0;0;0;0;6,476391539037875;1,9137430294439728;0,2706812489443205;2,864106620631291;0;0;0;1,5199469913803674;0;13,253248892374053;0;0;0;0;0;0;0;0;0;0;0;0;5,154998074013529;2,5;0;1,014465319541026;1,5249351014882107;0;0;11,7623327868852;0,2416389213426821;4,15075278688524;0,948412349055579;13,476820613750624;
5391;3.17:51:00;0;0;0;0;0;0;0;0;0;0;0;6,478057590922464;1,9143931034667112;0,27069252308346425;2,864253844306413;0;0;0;1,5202928973602243;0;13,253509314147395;0;0;0;0;0;0;0;0;0;0;0;0;5,1555643042183705;2,5;0;1,0145126868730483;1,5250341225463513;0;0;11,7623327868852;0,24164647521205543;4,15075278688524;0,9484496418033908;13,477150038531931;
5392;3.17:52:00;0;0;0;0;0;0;0;0;0;0;0;6,480168861349001;1,9146202521092803;0,2707003395859629;2,864255816883584;0;0;0;1,5203483045596482;0;13,254177919316502;0;0;0;0;0;0;0;0;0;0;0;0;5,15571782438201;2,5;0;1,0145210466536525;1,5251026658972884;0;0;11,7623327868852;0,24164808553540934;4,15075278688524;0,9484758752807654;13,477464420446085;
5393;3.17:53:00;0;0;0;0;0;0;0;0;0;0;0;6,482088776403216;1,9149279622581528;0,2707241116033347;2,8642746352538024;0;0;0;1,5204517045790873;0;13,25552152288671;0;0;0;0;0;0;0;0;0;0;0;0;5,155747068603734;2,5;0;1,0145396316319533;1,5251375187923095;0;0;11,7623327868852;0,241675235666855;4,15075278688524;0,9485691904691965;13,480374155593099;
5394;3.17:54:00;0;0;0;0;0;0;0;0;0;0;0;6,482108932260903;1,9152777811529433;0,2707242768537606;2,864404285020367;0;0;0;1,520461319866386;0;13,25596610981915;0;0;0;0;0;0;0;0;0;0;0;0;5,1558739704489795;2,5;0;1,014608550833117;1,5251380752847716;0;0;11,7623327868852;0,24168137378518198;4,15075278688524;0,9486170342855584;13,481042092599042;
5395;3.17:55:00;0;0;0;0;0;0;0;0;0;0;0;6,482187950116314;1,9155904561400359;0,27073547200231673;2,86445449378627;0;0;0;1,520476644599361;0;13,257096761827858;0;0;0;0;0;0;0;0;0;0;0;0;5,156008392250636;2,5;0;1,0146366588852909;1,5252819945384015;0;0;11,7623327868852;0,24169186595974432;4,15075278688524;0,9486240363368724;13,48327012790747;
5396;3.17:56:00;0;0;0;0;0;0;0;0;0;0;0;6,482673107697601;1,9156582483273725;0,270762448407666;2,865199159906609;0;0;0;1,5205054514223915;0;13,258244411603652;0;0;0;0;0;0;0;0;0;0;0;0;5,1569701185222625;2,5;0;1,0146856109207374;1,5253381465850986;0;0;11,7641754098361;0,24169293612869688;4,15075278688524;0,948862025537547;13,483412546306445;
5397;3.17:57:00;0;0;0;0;0;0;0;0;0;0;0;6,482727323483737;1,9158949177593645;0,2707741614936139;2,865348670466489;0;0;0;1,5205669989379929;0;13,258297579205927;0;0;0;0;0;0;0;0;0;0;0;0;5,157048498477942;2,5;0;1,0147073719911834;1,5253666261926015;0;0;11,7641754098361;0,24170659138510459;4,15075278688524;0,9489071637558969;13,483862226582167;
5398;3.17:58:00;0;0;0;0;0;0;0;0;0;0;0;6,482956208250773;1,916048482275613;0,27077802133691625;2,865560574639235;0;0;0;1,5207046938892692;0;13,259632011589975;0;0;0;0;0;0;0;0;0;0;0;0;5,157140286874265;2,5;0;1,0147931493192872;1,5254190838832125;0;0;11,7641754098361;0,24170847054944805;4,15075278688524;0,9489716915558783;13,487678267193042;
5399;3.17:59:00;0;0;0;0;0;0;0;0;0;0;0;6,48767590607628;1,9160973437262623;0,270782453774361;2,8657156016955008;0;0;0;1,520726422023718;0;13,259928591348167;0;0;0;0;0;0;0;0;0;0;0;0;5,157396334474811;2,5;0;1,0148282567921705;1,5255381901695513;0;0;11,7641754098361;0,24173206357510416;4,15075278688524;0,9491020120279271;13,48793441407437;
5400;3.18:00:00;0;0;0;0;0;0;0;0;0;0;0;6,488644008478578;1,9163499981372014;0,2707912511366972;2,866087263424781;0;0;0;1,520762500800943;0;13,259939703726909;0;0;0;0;0;0;0;0;0;0;0;0;5,15761840483244;2,5;0;1,014855280689957;1,5256657898897852;0;0;11,7641754098361;0,2417375871805821;4,15075278688524;0,9491215314640732;13,489712328211555;
5401;3.18:01:00;0;0;0;0;0;0;0;0;0;0;0;6,494932240815672;1,9163964022089848;0,2708032831484652;2,8663815237996633;0;0;0;1,5208491872677619;0;13,260026799699364;0;0;0;0;0;0;0;0;0;0;0;0;5,1584662370938315;2,5;0;1,0149175609533987;1,5258113159621678;0;0;11,7641754098361;0,24174022472637016;4,15075278688524;0,9491563638660688;13,489795954956161;
5402;3.18:02:00;0;0;0;0;0;0;0;0;0;0;0;6,496764032370277;1,917082266936577;0,2708105035131978;2,8664185772391333;0;0;0;1,5208788503557242;0;13,260257132918007;0;0;0;0;0;0;0;0;0;0;0;0;5,159292686128769;2,5;0;1,0150608952191222;1,5258118816707615;0;0;11,7641754098361;0,24174431101763982;4,15075278688524;0,9491974823449407;13,490262552223825;
5403;3.18:03:00;0;0;0;0;0;0;0;0;0;0;0;6,500845567894124;1,917925928922192;0,27081314196535045;2,8665995673876616;0;0;0;1,520883200585834;0;13,260311708756575;0;0;0;0;0;0;0;0;0;0;0;0;5,159426895903095;2,5;0;1,015082091988774;1,525897004881306;0;0;11,7641754098361;0,2417499475996509;4,15075278688524;0,9493545547667438;13,490847348380626;
5404;3.18:04:00;0;0;0;0;0;0;0;0;0;0;0;6,502889856709632;1,918955869570973;0,27081948611748624;2,866645858842776;0;0;0;1,5209640043118662;0;13,260480155835362;0;0;0;0;0;0;0;0;0;0;0;0;5,1596456208177885;2,5;0;1,0150840074839136;1,5261250576144234;0;0;11,7641754098361;0,24175880862010066;4,15075278688524;0,9493716870021819;13,491327816012502;
5405;3.18:05:00;0;0;0;0;0;0;0;0;0;0;0;6,51010857337585;1,9189668281763599;0,2708310085383823;2,8666814437466392;0;0;0;1,52100405437814;0;13,261070176117288;0;0;0;0;0;0;0;0;0;0;0;0;5,159670013488148;2,5;0;1,0150955426774444;1,5262096856283494;0;0;11,7641754098361;0,2417600614888593;4,15075278688524;0,9494625498688507;13,491534842468576;
5406;3.18:06:00;0;0;0;0;0;0;0;0;0;0;0;6,511546710700302;1,919086470534287;0,27084004012376345;2,8667607073631953;0;0;0;1,521087427528763;0;13,261728111383126;0;0;0;0;0;0;0;0;0;0;0;0;5,159932911521426;2,5;0;1,0151598508098147;1,5262514388169905;0;0;11,7641754098361;0,24176515048108665;4,15075278688524;0,9494675877941342;13,49170681815191;
5407;3.18:07:00;0;0;0;0;0;0;0;0;0;0;0;6,51209650979704;1,9196361545756464;0,2708416769236278;2,866810698315522;0;0;0;1,5211714193000199;0;13,261947564927985;0;0;0;0;0;0;0;0;0;0;0;0;5,159963210953756;2,5;0;1,015166437288232;1,5262695880708796;0;0;11,7641754098361;0,24176641430825352;4,15075278688524;0,9496144214287303;13,491737671734295;
5408;3.18:08:00;0;0;0;0;0;0;0;0;0;0;0;6,514965641577911;1,9196615888674249;0,2708437950111215;2,8670531635262346;0;0;0;1,5211794945544204;0;13,262260227048012;0;0;0;0;0;0;0;0;0;0;0;0;5,159964205754114;2,5;0;1,015329193216394;1,5263196448261247;0;0;11,7641754098361;0,2417847928384122;4,15075278688524;0,9496272664941896;13,492511883113753;
5409;3.18:09:00;0;0;0;0;0;0;0;0;0;0;0;6,516630304444165;1,919794062701277;0,27086291194854495;2,8671726406607463;0;0;0;1,521192090949844;0;13,265221782982003;0;0;0;0;0;0;0;0;0;0;0;0;5,160008899901072;2,5;0;1,0153343824116297;1,5263986716290296;0;0;11,7641754098361;0,24180610458207552;4,15075278688524;0,9497178944169021;13,492713555346556;
5410;3.18:10:00;0;0;0;0;0;0;0;0;0;0;0;6,521512101624781;1,920506738509441;0,27086469515389483;2,867204469441944;0;0;0;1,5212784537530877;0;13,265798263560194;0;0;0;0;0;0;0;0;0;0;0;0;5,160240059955191;2,5;0;1,015359494506812;1,526422633636252;0;0;11,7641754098361;0,24181628669167432;4,15075278688524;0,9498006713854695;13,492929877278806;
5411;3.18:11:00;0;0;0;0;0;0;0;0;0;0;0;6,521735887368426;1,9216190250496177;0,2708696619997814;2,8674261169022643;0;0;0;1,5213347450598713;0;13,266488256065577;0;0;0;0;0;0;0;0;0;0;0;0;5,160359727851639;2,5;0;1,015387877682832;1,5264338382590916;0;0;11,7641754098361;0,24181884840342074;4,1537506557377;0,9499283623434537;13,493363371657313;
5412;3.18:12:00;0;0;0;0;0;0;0;0;0;0;0;6,523941266430784;1,9220961314557592;0,2708926516823356;2,8675141844401137;0;0;0;1,5213884334208132;0;13,266635744399913;0;0;0;0;0;0;0;0;0;0;0;0;5,160992701583771;2,5;0;1,015410335257323;1,5264809760521256;0;0;11,7641754098361;0,24183010999504495;4,1537506557377;0,9499595273169862;13,493660105592905;
5413;3.18:13:00;0;0;0;0;0;0;0;0;0;0;0;6,524565841296268;1,922668491906553;0,2708959930879272;2,867566309088482;0;0;0;1,5214154162623905;0;13,267014518959762;0;0;0;0;0;0;0;0;0;0;0;0;5,161114034628903;2,5;0;1,015415452374472;1,5266671915684902;0;0;11,7641754098361;0,24185684706230492;4,1537506557377;0,9500717688489853;13,493742553899564;
5414;3.18:14:00;0;0;0;0;0;0;0;0;0;0;0;6,5288563393749595;1,9242323582875103;0,270916048254335;2,8675840218810142;0;0;0;1,5214223132014377;0;13,267322000272564;0;0;0;0;0;0;0;0;0;0;0;0;5,161306095165405;2,5;0;1,0154346021259124;1,5267265596147033;0;0;11,7641754098361;0,24186152567583505;4,1537506557377;0,9501318625006836;13,494145260821846;
5415;3.18:15:00;0;0;0;0;0;0;0;0;0;0;0;6,530253888808966;1,9252399998887997;0,2709238271351912;2,867834958046502;0;0;0;1,5214961387912262;0;13,267797906806033;0;0;0;0;0;0;0;0;0;0;0;0;5,161477226982362;2,5;0;1,015475662768654;1,5267470651820578;0;0;11,7641754098361;0,2418624665050153;4,1537506557377;0,9502418628375292;13,494866848348828;
